id,pesan,kategori,label
504,beneran deh setan lo itu,Kata Kasar & Ancaman,Berisiko
505,diem atau gue jancok,Kata Kasar & Ancaman,Berisiko
506,Pertemuan orang tua dan guru: Sabtu 20 November 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
507,E-wallet Anda berhasil diisi Rp44.000 via transfer bank. Saldo: Rp1800.000.,Transaksi Aman,Tidak Berisiko
508,Permintaan penarikan Rp7 juta dari dompet Tokopedia Anda. Konfirmasi dengan OTP: 376429.,Pencurian Akun,Berisiko
509,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Surabaya.,Informasi Umum,Tidak Berisiko
510,"Nanti pulang kantor mampir indomaret dulu ya, kita butuh galon baru.",Percakapan Biasa,Tidak Berisiko
511,Notifikasi CIMB: Transaksi Rp50.000 terdeteksi dari lokasi asing. Batalkan di rb.gy/login-secure.,Phishing,Berisiko
512,Cicilan bulan ke-9 dari 12 sebesar Rp39.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
513,Foto/video kiriman dari kontak Anda. Unduh di rb.gy/login-secure sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
514,hei brengsek,Kata Kasar & Ancaman,Berisiko
515,muka hajar lo,Kata Kasar & Ancaman,Berisiko
516,ntar gue geblek beneran idiot,Kata Kasar & Ancaman,Berisiko
517,Bukti transfer Rp20 juta dari BCA. Cek lampiran di bit.do/verifikasi segera.,Malware,Berisiko
518,Struk belanja: Total Rp37.000. Terima kasih sudah berbelanja di Grab.,Transaksi Aman,Tidak Berisiko
519,Selamat! Kartu kredit BTN Anda memenangkan cashback Rp46 juta. Klik s.id/klaim-hadiah untuk klaim.,Phishing,Berisiko
520,PR-nya udah selesai belum? Gue masih nyangkut di nomor 3.,Percakapan Biasa,Tidak Berisiko
521,Layanan streaming kamu akan berakhir besok. Perbarui sekarang agar tidak terputus: netflix-id.com/renew,Phishing,Berisiko
522,jangan sampe ketemu ngewe lo nanti,Kata Kasar & Ancaman,Berisiko
523,Game terbaru sudah tersedia! Unduh APK di cutt.ly/cek-saldo dan dapatkan diamond gratis unlimited.,Malware,Berisiko
524,"Halo, saya Bu Sinta dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
525,"Jadwal penerbangan: Pematangsiantar-Bali, 20 November 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
526,dasar musnahkan,Kata Kasar & Ancaman,Berisiko
527,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di shorturl.at/hadiah dan ajak teman untuk bonus.,Malware,Berisiko
528,Notifikasi Permata: Transaksi Rp39.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
529,udah diem hancurkan,Kata Kasar & Ancaman,Berisiko
530,Info: Perpustakaan kampus tutup hari Jumat untuk maintenance.,Informasi Umum,Tidak Berisiko
531,lo entot,Kata Kasar & Ancaman,Berisiko
532,Pengumuman kampus: Mahasiwa yang belum bayar UKT dilarang ikut UAS.,Informasi Umum,Tidak Berisiko
533,Kunjungan ke panti asuhan dijadwal ulang ke Minggu depan karena cuaca.,Jadwal & Kegiatan,Tidak Berisiko
534,lo emang bodoh banget dari dulu,Kata Kasar & Ancaman,Berisiko
535,Survey online bayar Rp35.000 per jawaban. Daftar gratis di tinyurl.com/bca-verify.,Penipuan,Berisiko
536,kelakuan musnahkan banget deh,Kata Kasar & Ancaman,Berisiko
537,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
538,lo kafir,Kata Kasar & Ancaman,Berisiko
539,Bukti transfer Rp30 juta dari Permata. Cek lampiran di tinyurl.com/bca-verify segera.,Malware,Berisiko
540,Selamat ulang tahun! Semoga sehat selalu dan makin sukses ya.,Percakapan Biasa,Tidak Berisiko
541,hei ngentot,Kata Kasar & Ancaman,Berisiko
542,"Seseorang meminta reset password akun Tokopedia Anda. Masukkan kode 963041 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
543,Donasi Rp22.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
544,hei bunuh,Kata Kasar & Ancaman,Berisiko
545,awas ya gue telanjang lo nanti,Kata Kasar & Ancaman,Berisiko
546,Jual rumah subsidi DP 0% di Makassar. Harga Rp29 juta all-in. Hubungi 087712345678 sekarang.,Penipuan,Berisiko
547,jancuk banget,Kata Kasar & Ancaman,Berisiko
548,Pesanan berhasil dibatalkan. Refund Rp12.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
549,"Pembukaan kantor cabang baru hari Senin jam 9 pagi, ada acara sederhana.",Jadwal & Kegiatan,Tidak Berisiko
550,asli geblek banget sih,Kata Kasar & Ancaman,Berisiko
551,Selamat! Nomor Anda terpilih program loyalitas Telkomsel. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
552,Cicilan bulan ke-10 dari 12 sebesar Rp34.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
553,Ini Tim Lazada. Toko Anda melanggar kebijakan. Hubungi 087712345678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
554,bikin kesel mati lo banget bodoh banget,Kata Kasar & Ancaman,Berisiko
555,Selamat ulang tahun! Bukalapak memberikan voucher Rp1 juta. Tukarkan ke CS 082233445566.,Social Engineering,Berisiko
556,jangan sampe ketemu ngentot lo nanti kafir,Kata Kasar & Ancaman,Berisiko
557,bosen gue sama tingkah vagina lo porno,Kata Kasar & Ancaman,Berisiko
558,pelacur banget,Kata Kasar & Ancaman,Berisiko
559,bikin kesel musnahkan banget dasar pribumi,Kata Kasar & Ancaman,Berisiko
560,Hadiah ulang tahun BTN untuk nasabah setia: Rp22 juta menanti di t.ly/klaim-now.,Phishing,Berisiko
561,udah diem sundal,Kata Kasar & Ancaman,Berisiko
562,"Jadwal penerbangan: Jakarta-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
563,"lo brengsek emang, dari dulu gak berubah",Kata Kasar & Ancaman,Berisiko
564,lo masturbasi,Kata Kasar & Ancaman,Berisiko
565,Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di cutt.ly/cek-saldo sebelum batas waktu.,Phishing,Berisiko
566,"Mas, tiket kereta Gambir-Surabaya sudah saya booking. Kode booking: XYZ123.",Transaksi Aman,Tidak Berisiko
567,apa-apa lo bangsat,Kata Kasar & Ancaman,Berisiko
568,Pertemuan orang tua dan guru: Sabtu 15 September 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
569,emang bugil dari sananya entot,Kata Kasar & Ancaman,Berisiko
570,"Halo kak, saya dari Ninja Express. Paket Anda tertahan bea cukai. Bayar Rp4.000 ke Mandiri 1111222333 untuk dilepas.",Social Engineering,Berisiko
571,Kamu diundang ke acara pernikahan Doni & Budi pada 10 Agustus 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
572,Transfer berhasil. Rp21.000 telah dikirim ke rekening Permata atas nama Lina.,Transaksi Aman,Tidak Berisiko
573,Game terbaru sudah tersedia! Unduh APK di t.ly/klaim-now dan dapatkan diamond gratis unlimited.,Malware,Berisiko
574,Transfer berhasil. Rp23.000 telah dikirim ke rekening Permata atas nama Hendra.,Transaksi Aman,Tidak Berisiko
575,"Halo, saya Bu Sinta dari CIMB. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
576,"Pak, permisi mau konfirmasi pesanan catering kemarin jadi 50 porsi ya?",Transaksi Aman,Tidak Berisiko
577,Tagihan PDAM bulan ini Rp39.000. Jatuh tempo: 5 Desember 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
578,BCA resmi: Anda mendapat reward Rp35 juta. Tukarkan di t.ly/klaim-now sebelum hangus.,Phishing,Berisiko
579,kelakuan asu banget deh jancok,Kata Kasar & Ancaman,Berisiko
580,Transfer berhasil. Rp10.000 telah dikirim ke rekening BNI atas nama Doni.,Transaksi Aman,Tidak Berisiko
581,pergi idiot sana,Kata Kasar & Ancaman,Berisiko
582,Permintaan penarikan Rp15 juta dari dompet Tokopedia Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
583,Saldo tabungan BCA Anda: Rp40 juta. Per tanggal 20 November 2024.,Transaksi Aman,Tidak Berisiko
584,Login baru terdeteksi di akun Shopee Anda dari Semarang. Masukkan kode verifikasi 852947 untuk amankan.,Pencurian Akun,Berisiko
585,Selamat ulang tahun! Traveloka memberikan voucher Rp10 juta. Tukarkan ke CS 08813216543.,Social Engineering,Berisiko
586,Notifikasi: Tagihan kartu kredit BSI bulan ini Rp28.000. Jatuh tempo 15 September 2024.,Transaksi Aman,Tidak Berisiko
587,"Kamu tau nggak, harga bensin naik lagi katanya.",Percakapan Biasa,Tidak Berisiko
588,hei kafir,Kata Kasar & Ancaman,Berisiko
589,"Hai, nanti sore jadi main futsal? Lapangan udah di-book jam 4.",Percakapan Biasa,Tidak Berisiko
590,Update: Jalan Pematangsiantar ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
591,Berita olahraga: Tim nasional menang 3-1 dalam laga persahabatan semalam.,Informasi Umum,Tidak Berisiko
592,"Seseorang meminta reset password akun Grab Anda. Masukkan kode 294815 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
593,LOWONGAN: Admin online kerja dari rumah gaji Rp6 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
594,Selamat! Kartu kredit Permata Anda memenangkan cashback Rp32 juta. Klik bit.ly/verif-akun untuk klaim.,Phishing,Berisiko
595,sumpah porno banget geblek,Kata Kasar & Ancaman,Berisiko
596,Pengingat: Deadline laporan keuangan Q9 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
597,"Hari ini ulang tahun pernikahan orang tua, mau beli kue dulu nih.",Percakapan Biasa,Tidak Berisiko
598,hei murahan,Kata Kasar & Ancaman,Berisiko
599,Acara wisuda akan dilaksanakan 25 November 2024 di Gedung Serba Guna.,Jadwal & Kegiatan,Tidak Berisiko
600,berani lagi gue mampusin,Kata Kasar & Ancaman,Berisiko
601,tunggu aja lo gue anjing,Kata Kasar & Ancaman,Berisiko
602,Pembayaran premi asuransi Rp12.000 berhasil. Polis Anda aktif hingga 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
603,E-banking CIMB Anda terindikasi diretas. Amankan sekarang di ow.ly/cek-akun sebelum terlambat.,Phishing,Berisiko
604,Part time online gaji Rp6.000/jam. Kerja 2-3 jam/hari. Daftar di shorturl.at/hadiah.,Penipuan,Berisiko
605,Tim keamanan BSI menemukan kebocoran data. Reset password di tinyurl.com/bca-verify segera.,Phishing,Berisiko
606,lo cuk,Kata Kasar & Ancaman,Berisiko
607,Saya dari divisi hadiah Shopee. Anda menang grand prize. Kirim foto KTP + selfie ke 08813216543 untuk proses.,Social Engineering,Berisiko
608,kamu iblis banget sih,Kata Kasar & Ancaman,Berisiko
609,E-wallet Anda berhasil diisi Rp36.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
610,Transfer berhasil. Rp20.000 telah dikirim ke rekening BCA atas nama Doni.,Transaksi Aman,Tidak Berisiko
611,pergi idiot sana,Kata Kasar & Ancaman,Berisiko
612,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0812-9999-1234.,Penipuan,Berisiko
613,Arisan online berhadiah motor. Modal Rp7.000/bulan. Join grup WA 0812-9999-1234.,Penipuan,Berisiko
614,jangan sampe ketemu kubunuh lo nanti,Kata Kasar & Ancaman,Berisiko
615,Unduh aplikasi penghasil uang resmi Grab. Klik rb.gy/login-secure dan hasilkan Rp45.000 per hari dari HP.,Malware,Berisiko
616,Pengumuman RT: Kerja bakti hari Minggu jam 7 pagi. Mohon kehadiran warganya.,Jadwal & Kegiatan,Tidak Berisiko
617,Pembayaran premi asuransi Rp27.000 berhasil. Polis Anda aktif hingga 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
618,"Halo, Grab kamu sudah tiba. Pengemudi menunggu di depan gedung.",Transaksi Aman,Tidak Berisiko
619,eh telanjang,Kata Kasar & Ancaman,Berisiko
620,Struk belanja: Total Rp47.000. Terima kasih sudah berbelanja di Tokopedia.,Transaksi Aman,Tidak Berisiko
621,awas ya gue bangsat lo nanti kontol,Kata Kasar & Ancaman,Berisiko
622,Anda memenangkan iPhone terbaru! Unduh form klaim di s.id/klaim-hadiah dan isi data untuk pengiriman.,Malware,Berisiko
623,"Pelatihan K3 wajib untuk semua karyawan, dijadwalkan Jumat 08.00-17.00.",Jadwal & Kegiatan,Tidak Berisiko
624,lo aniaya itu beneran,Kata Kasar & Ancaman,Berisiko
625,Terima kasih sudah berbelanja. Struk elektronik telah dikirim ke email kamu.,Transaksi Aman,Tidak Berisiko
626,Pesanan berhasil dibatalkan. Refund Rp11.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
627,Danamon resmi: Anda mendapat reward Rp6 juta. Tukarkan di bit.ly/verif-akun sebelum hangus.,Phishing,Berisiko
628,apa-apa lo hancurkan,Kata Kasar & Ancaman,Berisiko
629,Jual followers Instagram 44K hanya Rp1000.000. Permanen dan aktif. WA 0822-1111-9999.,Penipuan,Berisiko
630,Unduh aplikasi penghasil uang resmi Dana. Klik t.ly/klaim-now dan hasilkan Rp21.000 per hari dari HP.,Malware,Berisiko
631,Akun Bukalapak Anda login dari perangkat baru. Masukkan 963041 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
632,tau diri dong cuk kafir,Kata Kasar & Ancaman,Berisiko
633,"Pak/Bu, saya dari tim teknis XL. Ada gangguan jaringan di nomor Anda. Berikan kode OTP untuk perbaikan.",Social Engineering,Berisiko
634,hei dungu,Kata Kasar & Ancaman,Berisiko
635,Akun Permata Anda akan dinonaktifkan. Update data KYC sekarang di bit.do/verifikasi sebelum batas waktu.,Phishing,Berisiko
636,gak suka gue sama telanjang kayak gini,Kata Kasar & Ancaman,Berisiko
637,CIMB resmi: Anda mendapat reward Rp31 juta. Tukarkan di rb.gy/login-secure sebelum hangus.,Phishing,Berisiko
638,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di rb.gy/login-secure.",Penipuan,Berisiko
639,"Halo kak, saya dari SiCepat. Paket Anda tertahan bea cukai. Bayar Rp37.000 ke Mandiri 1111222333 untuk dilepas.",Social Engineering,Berisiko
640,ngomong apa pepek,Kata Kasar & Ancaman,Berisiko
641,Layanan BTN Anda akan berakhir. Perpanjang sekarang di ow.ly/cek-akun agar tidak terputus.,Phishing,Berisiko
642,Mandiri resmi: Anda mendapat reward Rp13 juta. Tukarkan di rb.gy/login-secure sebelum hangus.,Phishing,Berisiko
643,ya porno emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
644,jalang,Kata Kasar & Ancaman,Berisiko
645,Akun BTN Anda akan dinonaktifkan. Update data KYC sekarang di cutt.ly/cek-saldo sebelum batas waktu.,Phishing,Berisiko
646,Permintaan penarikan Rp9 juta dari dompet Shopee Anda. Konfirmasi dengan OTP: 852947.,Pencurian Akun,Berisiko
647,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di t.ly/klaim-now.",Penipuan,Berisiko
648,Saya dari divisi hadiah Dana. Anda menang grand prize. Kirim foto KTP + selfie ke 0877-3333-5678 untuk proses.,Social Engineering,Berisiko
649,Congrats ya wisudanya! Foto-fotonya bagus banget di medsos.,Percakapan Biasa,Tidak Berisiko
650,Cicilan bulan ke-7 dari 12 sebesar Rp3.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
651,entot sama entot emang colmek,Kata Kasar & Ancaman,Berisiko
652,"Seseorang meminta reset password akun Lazada Anda. Masukkan kode 074152 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
653,ya kampret emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
654,ya goblok emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
655,Pertemuan orang tua murid dijadwalkan Rabu depan jam 7 malam di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
656,"Halo, saya Mas Dedi dari Mandiri. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
657,"Gimana kabar? Udah lama gak ketemuan nih, kangen!",Percakapan Biasa,Tidak Berisiko
658,Saldo tabungan Mandiri Anda: Rp19 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
659,yang bener aja hidung belang,Kata Kasar & Ancaman,Berisiko
660,Update wajib WhatsApp versi terbaru. Unduh APK resmi di s.id/klaim-hadiah sebelum akun Anda dinonaktifkan.,Malware,Berisiko
661,E-banking Danamon Anda terindikasi diretas. Amankan sekarang di rb.gy/login-secure sebelum terlambat.,Phishing,Berisiko
662,"Webinar besok: Topik machine learning untuk pemula, pukul 19.00 via Zoom.",Jadwal & Kegiatan,Tidak Berisiko
663,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 183742 atau akun akan dikunci.,Pencurian Akun,Berisiko
664,Transfer berhasil. Rp38.000 telah dikirim ke rekening CIMB atas nama Rina.,Transaksi Aman,Tidak Berisiko
665,kelakuan kubunuh banget deh,Kata Kasar & Ancaman,Berisiko
666,jangan sampe ketemu dasar bule lo nanti,Kata Kasar & Ancaman,Berisiko
667,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp41 juta ke OVO 081234567890 untuk biaya darurat.",Social Engineering,Berisiko
668,Pembelian tiket kereta Makassar-Jakarta berhasil. Kode booking: TX-44812. Berangkat 15 September 2024.,Transaksi Aman,Tidak Berisiko
669,Pengumuman: Jadwal ujian UTS diundur seminggu karena persiapan akreditasi. Info lengkap di SIAKAD.,Jadwal & Kegiatan,Tidak Berisiko
670,gebuk,Kata Kasar & Ancaman,Berisiko
671,Verifikasi transfer Rp50.000 dari BCA Anda. Kode OTP: 529471. Berlaku 3 menit.,Pencurian Akun,Berisiko
672,dasar mati lo lo!,Kata Kasar & Ancaman,Berisiko
673,Info: Kantor Disdukcapil tutup tanggal 16-17 untuk diklat pegawai.,Informasi Umum,Tidak Berisiko
674,asli ngewe banget sih bajingan,Kata Kasar & Ancaman,Berisiko
675,ngapain lo bacok tanya,Kata Kasar & Ancaman,Berisiko
676,gue tolol lo kalau ketemu coli,Kata Kasar & Ancaman,Berisiko
677,E-banking BCA Anda terindikasi diretas. Amankan sekarang di s.id/klaim-hadiah sebelum terlambat.,Phishing,Berisiko
678,gue bilang ngewe sama lo,Kata Kasar & Ancaman,Berisiko
679,Pembayaran premi asuransi Rp8.000 berhasil. Polis Anda aktif hingga 15 September 2024.,Transaksi Aman,Tidak Berisiko
680,sumpah pelacur banget,Kata Kasar & Ancaman,Berisiko
681,kelakuan bejat banget deh,Kata Kasar & Ancaman,Berisiko
682,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di bit.do/verifikasi sebelum terlambat.,Phishing,Berisiko
683,Transfer berhasil. Rp50.000 telah dikirim ke rekening BNI atas nama Maya.,Transaksi Aman,Tidak Berisiko
684,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Jakarta.,Informasi Umum,Tidak Berisiko
685,awas ya gue brengsek lo nanti coli,Kata Kasar & Ancaman,Berisiko
686,omongannya pukul banget,Kata Kasar & Ancaman,Berisiko
687,Info: Kantor tutup hari Senin karena perawatan sistem. Harap maklum.,Informasi Umum,Tidak Berisiko
688,"Kamu menang giveaway dari brand ternama! Untuk klaim hadiah, isi data di: claim-hadiah.site/form",Phishing,Berisiko
689,Lowongan BUMN: Admin WFH gaji 6jt/bulan. Daftar sekarang sebelum kuota penuh: loker-bumn.site,Penipuan,Berisiko
690,eh babi,Kata Kasar & Ancaman,Berisiko
691,ntar gue asu beneran,Kata Kasar & Ancaman,Berisiko
692,Tagihan PDAM bulan ini Rp32.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
693,pukul lu parah banget,Kata Kasar & Ancaman,Berisiko
694,Top up saldo e-toll Rp41.000 berhasil. Saldo e-toll: Rp1600.000.,Transaksi Aman,Tidak Berisiko
695,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Semarang dan sekitarnya.,Informasi Umum,Tidak Berisiko
696,E-banking BCA Anda terindikasi diretas. Amankan sekarang di bit.ly/verif-akun sebelum terlambat.,Phishing,Berisiko
697,"Teman-teman, ini link absensi online untuk hari ini: forms.gle/absensi-kelas-B",Jadwal & Kegiatan,Tidak Berisiko
698,Saldo tabungan Mandiri Anda: Rp9 juta. Per tanggal 10 Agustus 2024.,Transaksi Aman,Tidak Berisiko
699,Permintaan penarikan Rp29 juta dari dompet Dana Anda. Konfirmasi dengan OTP: 294815.,Pencurian Akun,Berisiko
700,vagina!,Kata Kasar & Ancaman,Berisiko
701,Himbauan Kemenkes: Hindari konsumsi jajanan tidak higienis selama musim hujan.,Informasi Umum,Tidak Berisiko
702,udah diem memek,Kata Kasar & Ancaman,Berisiko
703,mending lo murahan aja colmek,Kata Kasar & Ancaman,Berisiko
704,diem atau gue mampus lonte,Kata Kasar & Ancaman,Berisiko
705,Kamu berhasil dapat poin reward 12.500. Tukarkan sekarang sebelum expired: reward-id.net/tukar,Phishing,Berisiko
706,Selamat! Wawancara kerja Anda dijadwalkan 5 Desember 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
707,Kamu diundang ke acara pernikahan Hendra & Agus pada 5 Desember 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
708,Notifikasi: Tagihan kartu kredit BNI bulan ini Rp11.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
709,PROMO: Tiket pesawat Medan-Jakarta Rp44.000 PP. Booking sekarang di rb.gy/login-secure sebelum habis.,Penipuan,Berisiko
710,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di rb.gy/update-bri.",Penipuan,Berisiko
711,Top up GoPay Rp24.000 berhasil. Saldo GoPay Anda: Rp100.000.,Transaksi Aman,Tidak Berisiko
712,Jual rumah subsidi DP 0% di Pematangsiantar. Harga Rp37 juta all-in. Hubungi 08813216543 sekarang.,Penipuan,Berisiko
713,Selamat! Kartu kredit Mandiri Anda memenangkan cashback Rp46 juta. Klik cutt.ly/cek-saldo untuk klaim.,Phishing,Berisiko
714,diem atau gue bejat,Kata Kasar & Ancaman,Berisiko
715,Akun Lazada Anda login dari perangkat baru. Masukkan 074152 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
716,Selamat! Nomor Anda terpilih program loyalitas Smartfren. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
717,"Sepeda motor gue mogok di jalan, lagi nunggu bengkel datang nih.",Percakapan Biasa,Tidak Berisiko
718,hajar banget,Kata Kasar & Ancaman,Berisiko
719,Pengingat: Deadline laporan keuangan Q6 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
720,Saya dari divisi hadiah Traveloka. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
721,brengsek lu parah banget,Kata Kasar & Ancaman,Berisiko
722,brengsek banget,Kata Kasar & Ancaman,Berisiko
723,diem atau gue terkutuk,Kata Kasar & Ancaman,Berisiko
724,ngomong apa taik,Kata Kasar & Ancaman,Berisiko
725,Reminder: Janji dokter besok jam 10.00 di Klinik Blibli. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
726,"Seseorang meminta reset password akun Traveloka Anda. Masukkan kode 741836 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
727,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 0877-3333-5678.",Penipuan,Berisiko
728,dasar serang lo!,Kata Kasar & Ancaman,Berisiko
729,Selamat! Nomor Anda terpilih program loyalitas Axis. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
730,Saldo GoPay kamu sudah ditransfer Rp50.000 untuk patungan makan siang.,Transaksi Aman,Tidak Berisiko
731,kelakuan mati kamu banget deh bangsat kafir,Kata Kasar & Ancaman,Berisiko
732,Besok libur nasional kan? Mau kemana kamu?,Percakapan Biasa,Tidak Berisiko
733,Notifikasi: Tagihan kartu kredit BCA bulan ini Rp6.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
734,"Info beasiswa dari Kemenkes untuk mahasiswa kedokteran, syarat IPK minimal 3.5.",Informasi Umum,Tidak Berisiko
735,Jangan lupa besok kita ada presentasi project ke klien. Persiapkan slidenya!,Jadwal & Kegiatan,Tidak Berisiko
736,Struk belanja: Total Rp40.000. Terima kasih sudah berbelanja di Grab.,Transaksi Aman,Tidak Berisiko
737,"Lomba karya ilmiah pendaftaran terakhir hari Jumat ini, jangan sampai lupa!",Jadwal & Kegiatan,Tidak Berisiko
738,"Selamat, Anda terpilih sebagai pemenang undian Traveloka. Konfirmasi ke 08813216543 untuk klaim hadiah.",Social Engineering,Berisiko
739,Mohon bantuan kak. Saldo GoPay saya salah transfer ke nomor Anda Rp24.000. Tolong kembalikan ke BCA 0987654321.,Social Engineering,Berisiko
740,apa-apa lo dasar pribumi bejat,Kata Kasar & Ancaman,Berisiko
741,pukul banget,Kata Kasar & Ancaman,Berisiko
742,Besok jadi berangkat gak? Gue tunggu di stasiun jam 7 ya.,Percakapan Biasa,Tidak Berisiko
743,dasar iblis lo!,Kata Kasar & Ancaman,Berisiko
744,Notifikasi BRI: Transaksi Rp47.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
745,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Balikpapan.,Informasi Umum,Tidak Berisiko
746,ngapain lo telanjang tanya mampus,Kata Kasar & Ancaman,Berisiko
747,Hadiah ulang tahun Mandiri untuk nasabah setia: Rp8 juta menanti di bit.do/verifikasi.,Phishing,Berisiko
748,"Jadwal penerbangan: Palembang-Bali, 10 Agustus 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
749,"ih sialan banget sih orang ini, nyebelin",Kata Kasar & Ancaman,Berisiko
750,hei sundal pergi sana,Kata Kasar & Ancaman,Berisiko
751,Unduh aplikasi penghasil uang resmi Dana. Klik t.ly/klaim-now dan hasilkan Rp8.000 per hari dari HP.,Malware,Berisiko
752,"lo bejat emang, dari dulu gak berubah",Kata Kasar & Ancaman,Berisiko
753,Permintaan penarikan Rp4 juta dari dompet Grab Anda. Konfirmasi dengan OTP: 529471.,Pencurian Akun,Berisiko
754,ngapain lo cuk tanya,Kata Kasar & Ancaman,Berisiko
755,"Cuaca hari ini panas banget ya, sampai 34 derajat katanya!",Percakapan Biasa,Tidak Berisiko
756,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 08813216543 sekarang.",Social Engineering,Berisiko
757,Top up saldo e-toll Rp6.000 berhasil. Saldo e-toll: Rp1300.000.,Transaksi Aman,Tidak Berisiko
758,Selamat! Wawancara kerja Anda dijadwalkan 10 Agustus 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
759,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di s.id/klaim-hadiah.",Penipuan,Berisiko
