id,pesan,kategori,label
935,Part time online gaji Rp47.000/jam. Kerja 2-3 jam/hari. Daftar di rb.gy/login-secure.,Penipuan,Berisiko
936,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp32.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
937,Info: BPJS Kesehatan kini bisa dicek saldo dan status aktif via aplikasi JKN.,Informasi Umum,Tidak Berisiko
938,Top up GoPay Rp39.000 berhasil. Saldo GoPay Anda: Rp900.000.,Transaksi Aman,Tidak Berisiko
939,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Semarang dan sekitarnya.,Informasi Umum,Tidak Berisiko
940,Part time online gaji Rp32.000/jam. Kerja 2-3 jam/hari. Daftar di rb.gy/update-bri.,Penipuan,Berisiko
941,Tim Blibli: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 0877-3333-5678 dalam 24 jam.,Social Engineering,Berisiko
942,PENTING: Sistem keamanan BTN mendeteksi login tidak dikenal. Konfirmasi identitas Anda di t.ly/klaim-now.,Phishing,Berisiko
943,Selamat ulang tahun! Semoga sehat selalu dan makin sukses ya.,Percakapan Biasa,Tidak Berisiko
944,Selamat! Nomor Anda terpilih program loyalitas Axis. Balas OTP yang dikirim ke CS kami di 0812-9999-1234.,Social Engineering,Berisiko
945,"Selamat, Anda terpilih sebagai pemenang undian Lazada. Konfirmasi ke 085612345678 untuk klaim hadiah.",Social Engineering,Berisiko
946,Meeting jam berapa tadi? Gue ketinggalan info groupnya.,Percakapan Biasa,Tidak Berisiko
947,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
948,Cuaca hari ini panas banget ya. Kamu udah pakai sunscreen?,Percakapan Biasa,Tidak Berisiko
949,Kamu diundang ke acara pernikahan Hendra & Agus pada 5 Desember 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
950,Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di bit.ly/verif-akun dan ajak teman untuk bonus.,Malware,Berisiko
951,Berita olahraga: Tim nasional menang 3-1 dalam laga persahabatan semalam.,Informasi Umum,Tidak Berisiko
952,Ini Tim Shopee. Toko Anda melanggar kebijakan. Hubungi 087712345678 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
953,"Info seminar gratis online tentang kewirausahaan, Sabtu pukul 10.00 WIB.",Informasi Umum,Tidak Berisiko
954,"Halo, gimana kabarnya? Lama gak ketemu nih.",Percakapan Biasa,Tidak Berisiko
955,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
956,Pembelian tiket kereta Balikpapan-Jakarta berhasil. Kode booking: REF2024-555. Berangkat 20 November 2024.,Transaksi Aman,Tidak Berisiko
957,"Eh, kamu tau gak restoran baru di dekat kantor? Kayaknya enak.",Percakapan Biasa,Tidak Berisiko
958,"Nanti sore ada rapat, jangan lupa ya. Ruang meeting lantai 2.",Percakapan Biasa,Tidak Berisiko
959,Top up saldo e-toll Rp6.000 berhasil. Saldo e-toll: Rp1300.000.,Transaksi Aman,Tidak Berisiko
960,Foto/video kiriman dari kontak Anda. Unduh di shorturl.at/hadiah sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
961,Pesanan berhasil dibatalkan. Refund Rp5.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
962,Besok jadi berangkat gak? Gue tunggu di stasiun jam 7 ya.,Percakapan Biasa,Tidak Berisiko
963,Foto/video kiriman dari kontak Anda. Unduh di cutt.ly/cek-saldo sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
964,Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp32.000. WA 0877-3333-5678.,Penipuan,Berisiko
965,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
966,PENTING: Sistem keamanan BRI mendeteksi login tidak dikenal. Konfirmasi identitas Anda di shorturl.at/hadiah.,Phishing,Berisiko
967,Arisan online berhadiah motor. Modal Rp31.000/bulan. Join grup WA 0877-3333-5678.,Penipuan,Berisiko
968,Film yang kemarin kamu rekomendasiin bagus banget! Makasih ya.,Percakapan Biasa,Tidak Berisiko
969,Foto/video kiriman dari kontak Anda. Unduh di cutt.ly/cek-saldo sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
970,Bukti transfer Rp45 juta dari BNI. Cek lampiran di shorturl.at/hadiah segera.,Malware,Berisiko
971,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0812-9999-1234 sekarang.",Social Engineering,Berisiko
972,"Bisnis MLM legal profit 35% per bulan. Join sekarang, daftar ke 082233445566 modal Rp12.000.",Penipuan,Berisiko
973,Pesanan #BOK-77412 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
974,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
975,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
976,Jual akun Lazada seller terpercaya rating bintang 5. Harga Rp21.000. WA 082233445566.,Penipuan,Berisiko
977,Notif Smartfren: Kuota Anda habis. Isi ulang gratis dengan forward pesan ini ke 10 kontak.,Social Engineering,Berisiko
978,Pembayaran tagihan listrik Rp50.000 berhasil pada 1 Oktober 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
979,Kelas online besok dibatalkan karena pembicara sakit. Jadwal baru menyusul.,Jadwal & Kegiatan,Tidak Berisiko
980,Reminder: Pembayaran SPP bulan ini paling lambat tanggal 10.,Informasi Umum,Tidak Berisiko
981,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0822-1111-9999 sekarang.",Social Engineering,Berisiko
982,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
983,Event komunitas: Bersepeda bersama Minggu pagi jam 06.00 di taman kota.,Jadwal & Kegiatan,Tidak Berisiko
984,E-banking BCA Anda terindikasi diretas. Amankan sekarang di s.id/klaim-hadiah sebelum terlambat.,Phishing,Berisiko
985,Update wajib aplikasi BSI. Unduh versi terbaru di t.ly/klaim-now untuk keamanan transaksi Anda.,Phishing,Berisiko
986,"Aduh, lupa bawa charger. Kamu bawa cadangan gak?",Percakapan Biasa,Tidak Berisiko
987,Pembayaran tagihan listrik Rp43.000 berhasil pada 1 Oktober 2024. No. referensi: TRX2024001.,Transaksi Aman,Tidak Berisiko
988,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Pematangsiantar.,Informasi Umum,Tidak Berisiko
989,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Surabaya.,Informasi Umum,Tidak Berisiko
990,Selamat! Wawancara kerja Anda dijadwalkan 15 September 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
991,Penerimaan CPNS dibuka bulan depan. Info lengkap di portal resmi BKN.,Informasi Umum,Tidak Berisiko
992,Pengingat: Deadline laporan keuangan Q6 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
993,Akun Lazada Anda login dari perangkat baru. Masukkan 529471 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
994,Unduh aplikasi Tokopedia mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/update-bri.,Malware,Berisiko
995,"Halo, saya Bapak Surya dari Mandiri. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
996,Unduh aplikasi penghasil uang resmi Grab. Klik rb.gy/login-secure dan hasilkan Rp45.000 per hari dari HP.,Malware,Berisiko
997,Pesanan berhasil dibatalkan. Refund Rp12.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
998,Selamat! Kartu kredit BRI Anda memenangkan cashback Rp6 juta. Klik ow.ly/cek-akun untuk klaim.,Phishing,Berisiko
999,Pembayaran tagihan listrik Rp4.000 berhasil pada 15 September 2024. No. referensi: ORD-88291.,Transaksi Aman,Tidak Berisiko
1000,Donasi Rp3.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
1001,Selamat! Wawancara kerja Anda dijadwalkan 15 September 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
1002,Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
1003,Sistem Danamon mendeteksi perubahan data. Verifikasi di shorturl.at/hadiah dalam 1 jam atau akun dikunci.,Phishing,Berisiko
1004,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
1005,BTN resmi: Anda mendapat reward Rp43 juta. Tukarkan di bit.do/verifikasi sebelum hangus.,Phishing,Berisiko
1006,Cicilan bulan ke-10 dari 12 sebesar Rp34.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
1007,Kerjaan hari ini banyak gak? Gue lagi lumayan santai nih.,Percakapan Biasa,Tidak Berisiko
1008,Reminder: Pembayaran SPP bulan ini paling lambat tanggal 10.,Informasi Umum,Tidak Berisiko
1009,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Medan.,Informasi Umum,Tidak Berisiko
1010,"Wah, macet banget hari ini. Kamu naik apa ke kantor?",Percakapan Biasa,Tidak Berisiko
1011,E-banking Danamon Anda terindikasi diretas. Amankan sekarang di s.id/klaim-hadiah sebelum terlambat.,Phishing,Berisiko
1012,Jadwal operasional bank selama libur lebaran dapat dicek di website resmi.,Informasi Umum,Tidak Berisiko
1013,Reminder: Pembayaran SPP bulan ini paling lambat tanggal 10.,Informasi Umum,Tidak Berisiko
1014,Ujian semester: 5 Desember 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
1015,Pengingat: Bayar sewa kos bulan ini paling lambat tanggal 5. Terima kasih.,Jadwal & Kegiatan,Tidak Berisiko
1016,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
1017,Notifikasi BTN: Transaksi Rp46.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
1018,Top up GoPay Rp21.000 berhasil. Saldo GoPay Anda: Rp2000.000.,Transaksi Aman,Tidak Berisiko
1019,Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
1020,E-banking BCA Anda terindikasi diretas. Amankan sekarang di bit.ly/verif-akun sebelum terlambat.,Phishing,Berisiko
1021,Pengingat: Bayar sewa kos bulan ini paling lambat tanggal 5. Terima kasih.,Jadwal & Kegiatan,Tidak Berisiko
1022,Anda memenangkan iPhone terbaru! Unduh form klaim di ow.ly/cek-akun dan isi data untuk pengiriman.,Malware,Berisiko
1023,Notifikasi: Tagihan kartu kredit BSI bulan ini Rp21.000. Jatuh tempo 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
1024,PENTING: Sistem keamanan BCA mendeteksi login tidak dikenal. Konfirmasi identitas Anda di tinyurl.com/bca-verify.,Phishing,Berisiko
1025,Verifikasi transfer Rp3.000 dari CIMB Anda. Kode OTP: 634829. Berlaku 3 menit.,Pencurian Akun,Berisiko
1026,"Halo, ini kurir Pos Indonesia. Paket Rp36 COD Anda akan dikirim. Konfirmasi alamat via 0822-1111-9999.",Social Engineering,Berisiko
1027,Unduh aplikasi penghasil uang resmi OVO. Klik shorturl.at/hadiah dan hasilkan Rp27.000 per hari dari HP.,Malware,Berisiko
1028,Selamat ulang tahun! Bukalapak memberikan voucher Rp15 juta. Tukarkan ke CS 082233445566.,Social Engineering,Berisiko
1029,Foto/video kiriman dari kontak Anda. Unduh di rb.gy/login-secure sebelum otomatis terhapus dalam 24 jam.,Malware,Berisiko
1030,Pemberitahuan darurat CIMB: Saldo Rp21 juta akan dipotong. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
1031,Permintaan ubah nomor HP akun Anda. Kode konfirmasi: 634829. Berlaku 5 menit. RAHASIAKAN.,Pencurian Akun,Berisiko
1032,Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp10.000. Info: 085612345678.,Penipuan,Berisiko
1033,Jadwal servis AC Anda: 1 Oktober 2024 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
1034,Reminder: SIM Anda berakhir bulan depan. Segera perpanjang di Satpas terdekat.,Informasi Umum,Tidak Berisiko
1035,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0812-9999-1234 sekarang.",Social Engineering,Berisiko
1036,"Training karyawan baru: Senin-Rabu minggu depan, pukul 08.00-16.00 di kantor.",Jadwal & Kegiatan,Tidak Berisiko
1037,Kode OTP Anda adalah 376429. JANGAN berikan kepada siapapun termasuk pihak BSI.,Pencurian Akun,Berisiko
1038,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di tinyurl.com/bca-verify.",Penipuan,Berisiko
1039,Top up GoPay Rp23.000 berhasil. Saldo GoPay Anda: Rp900.000.,Transaksi Aman,Tidak Berisiko
1040,"Seseorang meminta reset password akun Lazada Anda. Masukkan kode 529471 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
1041,Akun Tokopedia Anda login dari perangkat baru. Masukkan 074152 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
1042,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
1043,Event komunitas: Bersepeda bersama Minggu pagi jam 06.00 di taman kota.,Jadwal & Kegiatan,Tidak Berisiko
1044,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di ow.ly/cek-akun.",Penipuan,Berisiko
1045,Info cuaca: Hujan lebat diprediksi sore hari di wilayah Semarang dan sekitarnya.,Informasi Umum,Tidak Berisiko
1046,Pengumuman RT: Kerja bakti Minggu pagi pukul 07.00. Harap hadir.,Informasi Umum,Tidak Berisiko
1047,"Bentar lagi sampai. Lagi di jalan, macet dikit.",Percakapan Biasa,Tidak Berisiko
1048,Pengumuman RT: Kerja bakti Minggu pagi pukul 07.00. Harap hadir.,Informasi Umum,Tidak Berisiko
1049,Tagihan PDAM bulan ini Rp34.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1050,Pembayaran premi asuransi Rp14.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
1051,PENTING: Sistem keamanan BRI mendeteksi login tidak dikenal. Konfirmasi identitas Anda di rb.gy/login-secure.,Phishing,Berisiko
1052,File PDF tagihan BSI bulan ini sudah tersedia. Download di ow.ly/cek-akun untuk detail transaksi.,Malware,Berisiko
1053,Game terbaru sudah tersedia! Unduh APK di t.ly/klaim-now dan dapatkan diamond gratis unlimited.,Malware,Berisiko
1054,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
1055,Verifikasi transfer Rp9.000 dari BNI Anda. Kode OTP: 294815. Berlaku 3 menit.,Pencurian Akun,Berisiko
1056,Sistem BTN mendeteksi perubahan data. Verifikasi di s.id/klaim-hadiah dalam 1 jam atau akun dikunci.,Phishing,Berisiko
1057,Donasi Rp11.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
1058,"Halo kak, saya dari J&T. Paket Anda tertahan bea cukai. Bayar Rp34.000 ke BNI 4444555666 untuk dilepas.",Social Engineering,Berisiko
1059,Akun Shopee Anda login dari perangkat baru. Masukkan 634829 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
1060,Kode OTP Anda adalah 376429. JANGAN berikan kepada siapapun termasuk pihak Danamon.,Pencurian Akun,Berisiko
1061,"Pinjaman online cair 5 menit tanpa jaminan, tanpa BI checking. Proses di cutt.ly/cek-saldo.",Penipuan,Berisiko
1062,Berita olahraga: Tim nasional menang 3-1 dalam laga persahabatan semalam.,Informasi Umum,Tidak Berisiko
1063,Akun BCA Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di tinyurl.com/bca-verify atau akun diblokir 24 jam.,Phishing,Berisiko
1064,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
1065,Tagihan PDAM bulan ini Rp32.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1066,Update: Jalan Surabaya ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
1067,Hadiah ulang tahun BSI untuk nasabah setia: Rp15 juta menanti di bit.ly/verif-akun.,Phishing,Berisiko
1068,"Training karyawan baru: Senin-Rabu minggu depan, pukul 08.00-16.00 di kantor.",Jadwal & Kegiatan,Tidak Berisiko
1069,Konfirmasi transaksi BCA Rp38 juta ke rekening tidak dikenal. Tolak di s.id/klaim-hadiah.,Phishing,Berisiko
1070,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 08813216543.",Penipuan,Berisiko
1071,"Agenda hari ini: Meeting klien 09.00, makan siang 12.00, presentasi 15.00.",Jadwal & Kegiatan,Tidak Berisiko
1072,"Gue bakal telat 15 menit. Tolong mulai duluan ya, makasih.",Percakapan Biasa,Tidak Berisiko
1073,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di tinyurl.com/bca-verify.",Penipuan,Berisiko
1074,"Nanti sore ada rapat, jangan lupa ya. Ruang meeting lantai 2.",Percakapan Biasa,Tidak Berisiko
1075,"Pak/Bu, saya dari tim teknis Tri. Ada gangguan jaringan di nomor Anda. Berikan kode OTP untuk perbaikan.",Social Engineering,Berisiko
1076,Makasih banyak ya udah bantu kemarin. Sangat membantu banget!,Percakapan Biasa,Tidak Berisiko
1077,"Kredit HP tanpa kartu kredit, tanpa DP, bunga 0%. Proses cepat, WA 087712345678.",Penipuan,Berisiko
1078,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
1079,Akun BNI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di cutt.ly/cek-saldo atau akun diblokir 24 jam.,Phishing,Berisiko
1080,E-wallet Anda berhasil diisi Rp44.000 via transfer bank. Saldo: Rp1800.000.,Transaksi Aman,Tidak Berisiko
1081,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
1082,Pengingat: Vaksinasi booster tersedia gratis di Puskesmas terdekat bulan ini.,Informasi Umum,Tidak Berisiko
1083,Update: Jalan Medan ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
1084,"Pak/Bu, saya dari tim teknis Indosat. Ada gangguan jaringan di nomor Anda. Berikan kode OTP untuk perbaikan.",Social Engineering,Berisiko
1085,Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di bit.ly/verif-akun sebelum batas waktu.,Phishing,Berisiko
1086,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 963041 atau akun akan dikunci.,Pencurian Akun,Berisiko
1087,Survey online bayar Rp45.000 per jawaban. Daftar gratis di bit.ly/verif-akun.,Penipuan,Berisiko
1088,"Wah, macet banget hari ini. Kamu naik apa ke kantor?",Percakapan Biasa,Tidak Berisiko
1089,"Bentar lagi sampai. Lagi di jalan, macet dikit.",Percakapan Biasa,Tidak Berisiko
1090,APK terbaru Danamon versi 9.0 sudah rilis. Download di cutt.ly/cek-saldo untuk fitur keamanan lengkap.,Malware,Berisiko
1091,Ada yang mencoba masuk ke akun Tokopedia Anda. Verifikasi dengan kode 074152 atau akun akan dikunci.,Pencurian Akun,Berisiko
1092,Tagihan PDAM bulan ini Rp27.000. Jatuh tempo: 15 September 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1093,Pengingat: Vaksinasi booster tersedia gratis di Puskesmas terdekat bulan ini.,Informasi Umum,Tidak Berisiko
1094,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di rb.gy/update-bri.",Penipuan,Berisiko
1095,BTN resmi: Anda mendapat reward Rp44 juta. Tukarkan di tinyurl.com/bca-verify sebelum hangus.,Phishing,Berisiko
1096,"Selamat, Anda terpilih sebagai pemenang undian Gojek. Konfirmasi ke 0877-3333-5678 untuk klaim hadiah.",Social Engineering,Berisiko
1097,"Seseorang meminta reset password akun Bukalapak Anda. Masukkan kode 074152 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
1098,Verifikasi transfer Rp26.000 dari CIMB Anda. Kode OTP: 741836. Berlaku 3 menit.,Pencurian Akun,Berisiko
1099,Nanti malam ada acara gak? Kalau ada yuk nonton bareng.,Percakapan Biasa,Tidak Berisiko
1100,"Gue bakal telat 15 menit. Tolong mulai duluan ya, makasih.",Percakapan Biasa,Tidak Berisiko
1101,Anda memenangkan iPhone terbaru! Unduh form klaim di rb.gy/update-bri dan isi data untuk pengiriman.,Malware,Berisiko
1102,"Halo, ini kurir JNE. Paket Rp6 COD Anda akan dikirim. Konfirmasi alamat via 087712345678.",Social Engineering,Berisiko
1103,Selamat! Nomor Anda terpilih program loyalitas Tri. Balas OTP yang dikirim ke CS kami di 081234567890.,Social Engineering,Berisiko
1104,Kamu diundang ke acara pernikahan Doni & Hendra pada 20 November 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
1105,Sistem Danamon mendeteksi perubahan data. Verifikasi di rb.gy/login-secure dalam 1 jam atau akun dikunci.,Phishing,Berisiko
1106,Tagihan PDAM bulan ini Rp2.000. Jatuh tempo: 5 Desember 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1107,Tagihan PDAM bulan ini Rp42.000. Jatuh tempo: 20 November 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
1108,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
1109,Update wajib aplikasi BSI. Unduh versi terbaru di t.ly/klaim-now untuk keamanan transaksi Anda.,Phishing,Berisiko
1110,Akun BRI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di tinyurl.com/bca-verify atau akun diblokir 24 jam.,Phishing,Berisiko
1111,Sistem BCA mendeteksi perubahan data. Verifikasi di ow.ly/cek-akun dalam 1 jam atau akun dikunci.,Phishing,Berisiko
1112,Konfirmasi transaksi BSI Rp47 juta ke rekening tidak dikenal. Tolak di bit.ly/verif-akun.,Phishing,Berisiko
1113,Pembelian tiket kereta Semarang-Jakarta berhasil. Kode booking: ORD-88291. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
1114,"Pasang togel online terpercaya, menang langsung dibayar. Daftar di rb.gy/update-bri.",Penipuan,Berisiko
1115,Ada yang mencoba masuk ke akun Bukalapak Anda. Verifikasi dengan kode 963041 atau akun akan dikunci.,Pencurian Akun,Berisiko
1116,Event komunitas: Bersepeda bersama Minggu pagi jam 06.00 di taman kota.,Jadwal & Kegiatan,Tidak Berisiko
1117,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 Januari pukul 19.00.",Informasi Umum,Tidak Berisiko
1118,Permintaan ubah nomor HP akun Anda. Kode konfirmasi: 376429. Berlaku 5 menit. RAHASIAKAN.,Pencurian Akun,Berisiko
1119,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
1120,Ini Tim Shopee. Toko Anda melanggar kebijakan. Hubungi 08813216543 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
1121,Jual rumah subsidi DP 0% di Makassar. Harga Rp42 juta all-in. Hubungi 082233445566 sekarang.,Penipuan,Berisiko
1122,"Halo, ini kurir Anteraja. Paket Rp48 COD Anda akan dikirim. Konfirmasi alamat via 08813216543.",Social Engineering,Berisiko
1123,Selamat! Wawancara kerja Anda dijadwalkan 20 November 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
1124,Pengumuman RT: Kerja bakti Minggu pagi pukul 07.00. Harap hadir.,Informasi Umum,Tidak Berisiko
1125,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 08813216543.,Penipuan,Berisiko
1126,PR-nya udah selesai belum? Gue masih nyangkut di nomor 3.,Percakapan Biasa,Tidak Berisiko
1127,Pembayaran premi asuransi Rp5.000 berhasil. Polis Anda aktif hingga 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
1128,LOWONGAN: Admin online kerja dari rumah gaji Rp13 juta/bulan. WA 081234567890 langsung diterima.,Penipuan,Berisiko
1129,PROMO: Tiket pesawat Medan-Jakarta Rp44.000 PP. Booking sekarang di rb.gy/login-secure sebelum habis.,Penipuan,Berisiko
1130,LOWONGAN: Admin online kerja dari rumah gaji Rp6 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
1131,Saldo tabungan Mandiri Anda: Rp7 juta. Per tanggal 15 September 2024.,Transaksi Aman,Tidak Berisiko
1132,E-banking BCA Anda terindikasi diretas. Amankan sekarang di bit.ly/verif-akun sebelum terlambat.,Phishing,Berisiko
1133,Pembayaran tagihan listrik Rp41.000 berhasil pada 10 Agustus 2024. No. referensi: TKT-99123.,Transaksi Aman,Tidak Berisiko
1134,Jadwal posyandu bulan ini: setiap Rabu pukul 09.00 di balai warga RW 05.,Informasi Umum,Tidak Berisiko
1135,Layanan Permata Anda akan berakhir. Perpanjang sekarang di shorturl.at/hadiah agar tidak terputus.,Phishing,Berisiko
1136,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
1137,Salam buat keluarga di rumah ya. Kapan main ke sini?,Percakapan Biasa,Tidak Berisiko
1138,Bukti transfer Rp31 juta dari Permata. Cek lampiran di tinyurl.com/bca-verify segera.,Malware,Berisiko
1139,PROMO: Tiket pesawat Bandung-Jakarta Rp2.000 PP. Booking sekarang di ow.ly/cek-akun sebelum habis.,Penipuan,Berisiko
1140,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
1141,Ujian semester: 1 Oktober 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
1142,Jadwal servis AC Anda: 3 Januari 2025 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
1143,Selamat! Nomor Anda terpilih program loyalitas XL. Balas OTP yang dikirim ke CS kami di 0877-3333-5678.,Social Engineering,Berisiko
1144,Saldo tabungan Mandiri Anda: Rp19 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
1145,Akun BNI Anda akan dinonaktifkan. Update data KYC sekarang di tinyurl.com/bca-verify sebelum batas waktu.,Phishing,Berisiko
1146,Film yang kemarin kamu rekomendasiin bagus banget! Makasih ya.,Percakapan Biasa,Tidak Berisiko
1147,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 294815 atau akun akan dikunci.,Pencurian Akun,Berisiko
1148,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di cutt.ly/cek-saldo sebelum terlambat.,Phishing,Berisiko
1149,Kode OTP Anda adalah 183742. JANGAN berikan kepada siapapun termasuk pihak Mandiri.,Pencurian Akun,Berisiko
1150,Hadiah ulang tahun BCA untuk nasabah setia: Rp1 juta menanti di tinyurl.com/bca-verify.,Phishing,Berisiko
