id,pesan,kategori,label
15071,"ini mati lgi pak,di Sumatera Utara 😭.panase pool",Percakapan Biasa,Tidak Berisiko
15072,Sehari 3x mati lampu bjirrr. Udah kaya makan😭,Percakapan Biasa,Tidak Berisiko
15073,cepet la air uda ga ada jdi pake apa mandi nya ga mungkin pake aqua,Percakapan Biasa,Tidak Berisiko
15074,aku aja GK tidur ni dari malam,Percakapan Biasa,Tidak Berisiko
15075,Napa mendadak om,Percakapan Biasa,Tidak Berisiko
15076,gratis 5 bln,Percakapan Biasa,Tidak Berisiko
15077,jangan lupa kompensasi nya ya pak,Percakapan Biasa,Tidak Berisiko
15078,"Anj### lah
(maaf..... aslinya aku lemah lembut)",Percakapan Biasa,Tidak Berisiko
15079,apa kabar dari jam 6 sampe sekarang jam stgh 2,Jadwal & Kegiatan,Tidak Berisiko
15080,[Stiker] cpt dong udh 7 jam ini mati panas kali,Percakapan Biasa,Tidak Berisiko
15081,gada kompensasi nya nih? 😏,Percakapan Biasa,Tidak Berisiko
15082,intinya aja lah om intinya,Percakapan Biasa,Tidak Berisiko
15083,"anak aku rewel terus woii,",Percakapan Biasa,Tidak Berisiko
15084,"ah kaga blackout jg daerah rumah saya dikota jambi sering banget main padam²an PLN nyaa.. 🤣 tidak bisa bersuara lg lah kalau udah urusan dgn sluruh pnya Pemerintah, merugikan rakyat lbh byk drpd menguntungkan rakyat. tapi kalau bkn rakyattt pastiii untunggg 😅😅",Informasi Umum,Tidak Berisiko
15085,Kalau tau kesalahan udah sefatal ini seharusnya mundur dari jabatannya,Percakapan Biasa,Tidak Berisiko
15086,Udah listrik mati jaringan pun gadak berasa hidup dijaman dulu🫠,Informasi Umum,Tidak Berisiko
15087,KALAU PAK JOKOWI MASIH MENJABAT PASTI PLN UDAH KENA SEMPROT SEMUA PADAHAL MEREKA ORANG2 KOMPETEN DI BIDANGNYA..,Informasi Umum,Tidak Berisiko
15088,"apa mau dinaikkan lagi pajak listriknya pak,karna semuanya sudah naik pak",Percakapan Biasa,Tidak Berisiko
15089,kalo kirakira disuruh mundur cmna? kek di korea atau jepang dirutnya mundur kalo mati lampu berjam2 bukan sibuk klarifikasi,Jadwal & Kegiatan,Tidak Berisiko
15090,kami di pematang siantar mati dari jam 6 sore hidup lampu jam 7 pagi,Jadwal & Kegiatan,Tidak Berisiko
15091,"ganti rugi pak,kami tak mau memaafkan",Percakapan Biasa,Tidak Berisiko
15092,jgn minta maaf aja kompensasinya juga dong nih gara gara mati lampu perusahaan banyak ga bisa operasional...,Percakapan Biasa,Tidak Berisiko
15093,"Sistem ke listrik an itu apa pak,,, sy gak paham kok bisa hampir semua, rasa aneh ada yg gak benar",Informasi Umum,Tidak Berisiko
15094,"Medan masih mati lampu ni pak.semua hotel pun penuh,gak tau lagi mau ngungsiin anak” kemana 🥲 masak iya di mobil 2x24 jam",Percakapan Biasa,Tidak Berisiko
15095,kasih kompisasi lah pak,Percakapan Biasa,Tidak Berisiko
15096,tu gimana ke rugian masyarakat..,Percakapan Biasa,Tidak Berisiko
15097,"Bikan listrik aja yg mati, jaringan internet mati, Atm mati pak",Informasi Umum,Tidak Berisiko
15098,Sumut bagian medan maimun belom nyala om,Percakapan Biasa,Tidak Berisiko
15099,"ngomong apa si lama banget apalagi cara kerja solusinya. speednya sama kyak cara ngomong nya,",Percakapan Biasa,Tidak Berisiko
15100,"jangan jangan sepeti yg di sampaikan oleh darma pongrekun, arahnya percobaan black out 7hari 7malam..",Percakapan Biasa,Tidak Berisiko
15101,"jangan maaf aja, kompensasi nya apa ?",Percakapan Biasa,Tidak Berisiko
15102,hidup kan woii🥲,Percakapan Biasa,Tidak Berisiko
15103,ya pak saya maafkan 😁😁,Percakapan Biasa,Tidak Berisiko
15104,"maaf² aja , ga ada tanggung jawabnya",Percakapan Biasa,Tidak Berisiko
15105,panjang kali critanya. poinnya ajja pak,Percakapan Biasa,Tidak Berisiko
15106,Kacau kali kalian pln dari 18:45 kemaren sampai saat ini pukul 13.43 belum ada tanda tanda kehidupan,Jadwal & Kegiatan,Tidak Berisiko
15107,sumut tapsel belum idup2 dari kemarin😭 ini kapan hidup yaaa pak????,Percakapan Biasa,Tidak Berisiko
15108,"MENURUT BAPAK, kalau gak bayar listrik bisa minta maaf gak??? tapi listrik tetep hidup 🤣",Transaksi Aman,Tidak Berisiko
15109,kalo bisa sekali lagi,Percakapan Biasa,Tidak Berisiko
15110,"kami butuh listriknya hidup sekarang pak, gak butuh pidato kamu. segera hidupkan karena listrik kami sudah mati dari semalm.",Informasi Umum,Tidak Berisiko
15111,"Lampung jg mati pak, alhamdulillah cm 2 jam pg td",Percakapan Biasa,Tidak Berisiko
15112,"😫Pantas call center ditlp nyanyi mulu 123 😂 dan pleaselah no no lagi,masalahnya token wei😫 ntr kalo telat pasti didenda😂",Percakapan Biasa,Tidak Berisiko
15113,Aku ga tdr sampe jam 3 pagi krna harus ngipasin anak2 sampe tanganku pegel bget🥹,Jadwal & Kegiatan,Tidak Berisiko
15114,"Ngk bsa dengan maaf donggg, harus ada ganti rugi",Percakapan Biasa,Tidak Berisiko
15115,"Udah Salah mintak maaf kalian, kalau nasabah terlambat byr kalian put us at us nya. kalian bayar konpensasi untuk masyarakat yng di rugi kan.",Transaksi Aman,Tidak Berisiko
15116,"paak, kami ni tiap hari mati lampuuuuuu",Percakapan Biasa,Tidak Berisiko
15117,"makasi bg 👍 😁😁 ..ada momen"" yg ter indah yg qu dpt kn,bila org"" di rumah ngga bisa maen hp..😂😂",Percakapan Biasa,Tidak Berisiko
15118,palembang ga sebut,Percakapan Biasa,Tidak Berisiko
15119,BIN PAHAM APA YANG SEDANG TERJADI. 😊,Percakapan Biasa,Tidak Berisiko
15120,"Bpk,, mau tau ani galau pak tadi malem,, janji mau nlp pamulihan eh rupa nya mati hampir 13 jam",Percakapan Biasa,Tidak Berisiko
15121,"kita maafkan, saya yg dari sumatera barat memaklumi, namanya kerusakan kita tidak ada yg tahu, memang jumat kemaren cuaca sangat panas.",Percakapan Biasa,Tidak Berisiko
15122,"Kab, Asahan pak, sampai saat ini blm nyala",Percakapan Biasa,Tidak Berisiko
15123,"dengan mudah nya keluar kata ""maaf"".",Percakapan Biasa,Tidak Berisiko
15124,sekarang di Lampung barat Suoh BNS mati lagi lampunya 😭😂,Percakapan Biasa,Tidak Berisiko
15125,"y kmi masyarakat
y trima maaf doang ,,,",Percakapan Biasa,Tidak Berisiko
15126,"di Medan mati lampu nya paket lengkap lagi,hujan deras banjir sinyal ilang anak nanggis ngk bisa tidur👍😂",Percakapan Biasa,Tidak Berisiko
15127,Gangguan cuaca apa penebangan liar ?,Percakapan Biasa,Tidak Berisiko
15128,anaku sampe demam lo pak sebab kepanasan...gak bisa tidur semalaman,Percakapan Biasa,Tidak Berisiko
15129,anak bebek saya mati pak karna mati listrik😌,Informasi Umum,Tidak Berisiko
15130,"Tlg kasi kepastian pak smpi kpn derita ini akan di jalani, td mlm ga mandi, ga bisa tidur, nyamuk pesta pora, keringat mengalir terus, smpi saat ini blm bisa nyuci di tambah lg derita Air PDAM mati total 😭😭😭😭😭😭😭😭😭",Percakapan Biasa,Tidak Berisiko
15131,untuk saat ini Deli Serdang atau pakam listrik di utama kan yang hidup seperti lapas lubuk pakam dan sekitarnya hidup. tanjung Morawa sebagian hidup. kusus di Sumut kenapa bisa ada yang sudah hidup ?,Informasi Umum,Tidak Berisiko
15132,sampai detik ini belum hidup juga 😭,Percakapan Biasa,Tidak Berisiko
15133,mundur aja bang...,Percakapan Biasa,Tidak Berisiko
15134,maaf terusss pak,Percakapan Biasa,Tidak Berisiko
15135,"tapi dengan ketidak nyaman an tadi mlm karna listrik mati, aku dapat suasana baru bisa kumpul keluarga tampa sibuk main hp ,tambah lagi langit semlm bagus bangettt",Informasi Umum,Tidak Berisiko
15136,sumsel aman aja,Percakapan Biasa,Tidak Berisiko
15137,"cuma minta maaf doang😳
kasi kompensasi, gratis listrik
itu bru bner
gara2 listrik padam, susah satu sumatra ,",Informasi Umum,Tidak Berisiko
15138,@PLN bisa ga sii kalo padam listrik kalian kasi kompensasi pelanggan bukan hanya kalian aja yg bermasalah bisa bilang maaf aja. sementara kalo pelanggan telat kalian putus,Informasi Umum,Tidak Berisiko
15139,KOMPUTER KU RUSAK,Percakapan Biasa,Tidak Berisiko
15140,SUMSEL RA IDUP IDUP,Percakapan Biasa,Tidak Berisiko
15141,kemarin pas sholat Jumat di sungai lilin Palembang pas pula mati lampu panas banget pada keringat an jamaah nya 😅,Percakapan Biasa,Tidak Berisiko
15142,berapa kami rupiah kami rugi,Percakapan Biasa,Tidak Berisiko
15143,di gua mati lagi riau,Percakapan Biasa,Tidak Berisiko
15144,batcrit.,Percakapan Biasa,Tidak Berisiko
15145,"cuman 1 hari, padahal seru gelap² pada kumpul gk main hp",Percakapan Biasa,Tidak Berisiko
15146,njir.....ikan hiasku mati smua😞,Percakapan Biasa,Tidak Berisiko
15147,Wehh lampung jugaaa gak disebut tahh,Percakapan Biasa,Tidak Berisiko
15148,"Panas, nyamuk, bauk ketek karna keringatan.. asli tersiksa bukan karna lampu mati, tapi karna panas dan bauk yg menyengat",Percakapan Biasa,Tidak Berisiko
15149,woooi pln dr jam 7 malam sampej jam 2 siang blm hidup2 jg ne,Jadwal & Kegiatan,Tidak Berisiko
15150,pak siang ko mati lampu lagi? 😭,Percakapan Biasa,Tidak Berisiko
15151,"kok maaf aja pak
kasih kompensasi lah Pak",Percakapan Biasa,Tidak Berisiko
15152,tebing tinggi Sumut belum hidup merata .di daerah rumahku masih mati,Percakapan Biasa,Tidak Berisiko
15153,"pak gausah matikan listrik,
terganggu bngt njirr",Informasi Umum,Tidak Berisiko
15154,"ini mati lampu lagi pak , baru jga masak nasi",Percakapan Biasa,Tidak Berisiko
15155,"[Stiker] g ak mffin,, ak gbisa bbo dgn nyenyak krna gda kipas angin",Percakapan Biasa,Tidak Berisiko
15156,indonesia tidak baik2 saja 😄,Percakapan Biasa,Tidak Berisiko
15157,Dharmasraya baru nyala,Percakapan Biasa,Tidak Berisiko
15158,gak apa2 pak ..soalnya katanya harga sawit juga turun 😁😁😁,Percakapan Biasa,Tidak Berisiko
15159,"WOII BELUM SELESAI INI GILIRAN LAMPU HIDUP, MALAH AIR YG IKUTAN MATI",Percakapan Biasa,Tidak Berisiko
15160,kenapa gak satu minggu aja pak,Percakapan Biasa,Tidak Berisiko
15161,"pengen denger ""saya dengan ini mohon maaf dan saya menyatakan mengundurkan diri"".tp itu di Jepang sodara sodara.",Percakapan Biasa,Tidak Berisiko
15162,bahas buruk cuaca keknya dri kmren panas ajalah kutengok,Percakapan Biasa,Tidak Berisiko
15163,ngra lain sdah ganti rugi,Percakapan Biasa,Tidak Berisiko
15164,"pln,,,,ganti aj logo mu,,,giliran bgini aj mintak maaf ,,basih lebay",Informasi Umum,Tidak Berisiko
15165,"ini mati lampu lagi di Riau,,,kata nya bakalan seminggu proses pemulihan nya bertanya dengan nada lembut minn?",Percakapan Biasa,Tidak Berisiko
15166,bahasanya tingkat tinggi cuy,Percakapan Biasa,Tidak Berisiko
15167,bisa bicara tegas dan cepat gak,Percakapan Biasa,Tidak Berisiko
15168,"ganti rugi lah, mintaa maaf doang buat apa!",Percakapan Biasa,Tidak Berisiko
15169,"alhamdulillah lh pak sdh membaik listrik kembali,,,,,sy dr slh st warga bnyak berterima kasih kpd bpk2 semua🙏",Informasi Umum,Tidak Berisiko
15170,tidak lumrah,Percakapan Biasa,Tidak Berisiko
15171,Kompensasi lah kerugian yg udah terjadi,Percakapan Biasa,Tidak Berisiko
15172,"😳😳1 hari gtu mati lampu,,
gimna yg dirumah sakit???
bnyak orang lohh dirugikan pakk",Percakapan Biasa,Tidak Berisiko
15173,"MINTA MAAF DOANG.???? GUE SEMALEM MASAK NASI GAK MATENG TAU GARA2 MATI LAMPU,PAS MATENG JUGA NASI NYA JADI KURANG ENAK 😭",Percakapan Biasa,Tidak Berisiko
15174,"kek mana nya dah 20 jam ni, kek mana nya PLN ni",Informasi Umum,Tidak Berisiko
15175,PLN rugi😅😅😅😅😅,Informasi Umum,Tidak Berisiko
15176,Sumatra merdeka..,Percakapan Biasa,Tidak Berisiko
15177,berani mundur gak?,Percakapan Biasa,Tidak Berisiko
15178,jam 13.10,Jadwal & Kegiatan,Tidak Berisiko
15179,korupsi atau ada barang yg lewat 🤣,Percakapan Biasa,Tidak Berisiko
15180,ganti rugi lah😅 masa ente mulu yang minta ganti rugi,Percakapan Biasa,Tidak Berisiko
15181,CUMAN MINTA MAAF????…. DI NEGARA LAIN SUDAH MENGUNDURKAN DIRI SI……,Percakapan Biasa,Tidak Berisiko
15182,"setidaknya kasih kabar gitu pak😭 jngN tiba"" mati",Percakapan Biasa,Tidak Berisiko
15183,Di kec selesai desa sena baru a jam 00.59 baru hidup,Jadwal & Kegiatan,Tidak Berisiko
15184,"dahlah tidak ku trima maaf mu, dah gilak kelen buat kami 😭",Percakapan Biasa,Tidak Berisiko
15185,ganti rugi sama PLN,Informasi Umum,Tidak Berisiko
15186,"dari setengah 7 malam sampai sekarang ini 13.40 belum hidup jugaa,telat bayar listrik langsung kena denda giliran mati lampu lebih dari 12 jam cmn minta maaf",Transaksi Aman,Tidak Berisiko
15187,"𝐠𝐤 𝐝𝐢𝐦𝐚𝐚𝐟𝐤𝐚𝐧. 𝐚𝐧𝐚𝐤 𝐤𝐮 𝐭𝐢𝐝𝐮𝐫 𝐠𝐤 𝐧𝐲𝐞𝐲𝐚𝐤 𝐬𝐚𝐤𝐢𝐧𝐠 𝐩𝐚𝐧𝐚𝐬 𝐧𝐚
𝐚𝐩𝐚 𝐥𝐚𝐠𝐢 𝐛𝐚𝐲𝐢 𝐫𝐞𝐰𝐞𝐥 amat🥹",Percakapan Biasa,Tidak Berisiko
15188,"PLN,pasti JECKPOT😁😁😁",Informasi Umum,Tidak Berisiko
15189,Maap ? sori ye ? Aku sampai 3 kali mandi malam karna kepanasan .,Percakapan Biasa,Tidak Berisiko
15190,"cuaca buruknya apa Pak?
dam kenapa sampai 1 pulau, buruk banget kah?",Percakapan Biasa,Tidak Berisiko
15191,tiang dan kabel listrik banyak yg sembarangan di jlan mana pun bosssss,Informasi Umum,Tidak Berisiko
15192,nyalaa di medan,Percakapan Biasa,Tidak Berisiko
15193,"aman pak, di sini udh biasa hampir tiap hari mati listrik",Informasi Umum,Tidak Berisiko
15194,"maaf aja ??? kasih diskon listrik dong pak, kami aja gak boleh nunggak bayar😅",Transaksi Aman,Tidak Berisiko
15195,ditempat kami dr jm7 mlam smpe JM 7pagi td baru hidup,Percakapan Biasa,Tidak Berisiko
15196,dari jam 6 soreh baru hidup jam 7 pagi😂😂😂😂gilak,Jadwal & Kegiatan,Tidak Berisiko
15197,"aku gak bisa tidur aku tungguin hidup sekitaran jam 2 malam ,pak saya mintak diskon pembayaran listriknya 🥺",Transaksi Aman,Tidak Berisiko
15198,"gk dpt maaf, gw sesak da kmr + panas",Percakapan Biasa,Tidak Berisiko
15199,“Seluruh tim kami kerahkan” bohoooong buktinya tu di belakang rame kali duduk2 aja,Percakapan Biasa,Tidak Berisiko
15200,"pak, lampu kami masih mati 😂",Percakapan Biasa,Tidak Berisiko
15201,org ini lagi,Percakapan Biasa,Tidak Berisiko
15202,kompensasinya,Percakapan Biasa,Tidak Berisiko
15203,Minimal kasih kompensasi lahhh !,Percakapan Biasa,Tidak Berisiko
15204,"di tempatku kakak, di kecamatan Lempuing jaya kabupaten Ogan Komering Ilir Sumatera Selatan",Percakapan Biasa,Tidak Berisiko
15205,Apa pun ceritanya .. Rakyat yg menderita ..,Percakapan Biasa,Tidak Berisiko
15206,"GAK ADA HUJAN , LANGIT BERBINTANG, BISA BISA NYA LAMPU DI PADAM KAN",Percakapan Biasa,Tidak Berisiko
15207,di rumah kami baru aja hidup jam segini...tanggung jawab PLN..terganggu semua pekerjaan dan usaha orang pak..,Informasi Umum,Tidak Berisiko
15208,"jangan hanya maaf dong,, kasih kompensasi dari pemadaman listrik,, kalo terlambat bayar kan bisa dicabut",Transaksi Aman,Tidak Berisiko
15209,ngeri kali modelnya kayak gini dilewatkan dangan cara begini agar tidak bisa di viralkan,Percakapan Biasa,Tidak Berisiko
15210,Plisss malam ini jangan lagi😭,Percakapan Biasa,Tidak Berisiko
15211,"gara2 mati lampu jadi perang rumah ku, anakku takut malam berantam terus jadi teriak2lah aku",Percakapan Biasa,Tidak Berisiko
15212,panjang dk ado batre,Percakapan Biasa,Tidak Berisiko
15213,"gamau di maafin,gabisa main ff",Percakapan Biasa,Tidak Berisiko
15214,disini dari magrib sampai jam 11 malam doang,Jadwal & Kegiatan,Tidak Berisiko
15215,"hello pak medan sampai saat ini blm hidup,,listrik mati,air mati mau solusinya",Informasi Umum,Tidak Berisiko
15216,minta maap aja terosssssssssss 🗿,Percakapan Biasa,Tidak Berisiko
15217,lucu Kali kalian pak,Percakapan Biasa,Tidak Berisiko
15218,masarakat semua bayar salahnya dmn.???????,Transaksi Aman,Tidak Berisiko
15219,[Stiker] untung bengkalis ga padam,Percakapan Biasa,Tidak Berisiko
15220,kalau aku sih gpp pak...gx tau dg suamiku kata nya pegel ngipasin aku🤣🤣🤣,Percakapan Biasa,Tidak Berisiko
15221,Lampung juga matii,Percakapan Biasa,Tidak Berisiko
15222,"oiiiii palembang kena juga pante lah,kok ga di sebut",Percakapan Biasa,Tidak Berisiko
15223,belikan aku paket lah pak wifi nya mati,Percakapan Biasa,Tidak Berisiko
15224,"Sebetulnya gue nggaknperuli mati lampu , cuman berapa jam doang",Percakapan Biasa,Tidak Berisiko
15225,Ufo mendarat kayanya ini,Percakapan Biasa,Tidak Berisiko
15226,Ditempat gua baru hidup jam 12.44 WIB. Bayangin udah sebanyak apa kerugian ekonomi yg kami alami. Pedagang kecil yg ga punya genset atau mesin semua pada rugi.,Jadwal & Kegiatan,Tidak Berisiko
15227,smpe skrng gk hidup3 dimedan..gmna nasib kmi pak.org yg kurng mampu ada anak2 mw mndi msak.mkn minum pn susah..tlong la diprcepat..,Percakapan Biasa,Tidak Berisiko
15228,pembohonk publik,Percakapan Biasa,Tidak Berisiko
15229,kompensasi untuk pelanggan mohon di berikan .untuk pelanggan yang terdampak padam .,Percakapan Biasa,Tidak Berisiko
15230,kurang paham aqu mas ntah apa di omongin nya.. 🤦‍♀️🤦‍♀️,Percakapan Biasa,Tidak Berisiko
15231,ganti rugi bos Jagan cuma mintak maaf doang,Percakapan Biasa,Tidak Berisiko
15232,"""PENGATURAN""",Percakapan Biasa,Tidak Berisiko
15233,tadi malam mati sekarang mati lagi,Percakapan Biasa,Tidak Berisiko
15234,gelap+ panas+ nyamuk+gak ada air+punya ank kecil+total 12 jam mati lampu😭,Percakapan Biasa,Tidak Berisiko
15235,"ga dimaapin , tangan pegel bgt ngipasin anak, anak rewel kepanasan 😭",Percakapan Biasa,Tidak Berisiko
15236,Gak ku maaf kan,Percakapan Biasa,Tidak Berisiko
15237,seluruh Sumatra? jadi curiga?,Percakapan Biasa,Tidak Berisiko
15238,di Batangtoru sampai siang ini masih belm nyalaaa wooiiii,Percakapan Biasa,Tidak Berisiko
15239,sebaik ny PLN di swastakan,Informasi Umum,Tidak Berisiko
15240,muter2 pak penjelasannya,Percakapan Biasa,Tidak Berisiko
15241,klu telat bayar apa bisa minta maaf ??,Transaksi Aman,Tidak Berisiko
15242,"TOLONG DULU , CUKUP SEMALAM DAN HARI INI MATI LAMPU, BAYI KU REWEL KARNA KEPANASAN, ANAK SEKOLAH NASIB NYA KEK MANA, GAK SARAPAN, GAK BAWA BEKAL, EMOSI KALI",Percakapan Biasa,Tidak Berisiko
15243,jgn terulang lagi ya pak bos,Percakapan Biasa,Tidak Berisiko
15244,"[Stiker] gak papa pakk, namanya juga hidup pasti ada bagian salahnya, amann aja akuu",Percakapan Biasa,Tidak Berisiko
15245,sampe kapan pak😭😭,Percakapan Biasa,Tidak Berisiko
15246,ini riau mati lagi ni gimana ini 🔥,Percakapan Biasa,Tidak Berisiko
15247,gak mau maafin pak,Percakapan Biasa,Tidak Berisiko
15248,"Tidak ada maaf Aku tidak mandi,panas tidak bisa tidur digigit nyamuk .Paham😂😂😂😂",Percakapan Biasa,Tidak Berisiko
15249,pelangganku yg pesen kopi n mknn jd ga bisa dilayani😏,Percakapan Biasa,Tidak Berisiko
15250,sering bgt begini ya wkwk kesel bgt anj,Percakapan Biasa,Tidak Berisiko
15251,udahlah terlalu pajang pidatonya gimnapun daging durian kami asam mau minta ganti sama siapa ??,Percakapan Biasa,Tidak Berisiko
15252,laaaah.... sumsel gak disebut pak 😬,Percakapan Biasa,Tidak Berisiko
15253,pak mas koki ku ampir sekarat pak,Percakapan Biasa,Tidak Berisiko
15254,gpp pak saya jadi cepat tdur 🤣🤣,Percakapan Biasa,Tidak Berisiko
15255,"bagaimana kalau wujud ganti rugi ke masyarakat yg terdampak diberi voucher/potongan harga tagihan PLN pak? kita sering dengar kerugian PLN, nah skrg wktunya dengarin kerugian masyarakat😁..maaf pak cuma ngasi ide pemikiran aja..yakan wee?",Transaksi Aman,Tidak Berisiko
15256,medan mati jam 7 sampai jam 1 siang,Jadwal & Kegiatan,Tidak Berisiko
15257,wkwkwkwk ytta 🗿🗿,Percakapan Biasa,Tidak Berisiko
15258,Gpp si mati lampu aja biar pada keluar jalan2 trs bnyk yang kumpl2 gak sibuk main hp trs😁,Kata Kasar & Ancaman,Berisiko
15259,"maaf banget ini Pak, singkat saja kapan nyalanya. Masa iya kami mau ngecas aja mesti jadi pengungsi dulu di cafe-cafe. Lama-lama dompet kami yang mati Pak🙂.",Percakapan Biasa,Tidak Berisiko
15260,Any tmpat gua Dharmasraya blm hidup any dari jam 18.30 lama any,Jadwal & Kegiatan,Tidak Berisiko
15261,Mantap wak...jualan kami jdi laris...bsk mati lampu lgi ya wak😁😁😁😁,Percakapan Biasa,Tidak Berisiko
15262,"dari pelabuhan mana lewat barang nya Bos?brpa Ton yg di luncurkan Bosku,bagi cepek bos",Percakapan Biasa,Tidak Berisiko
15263,Sya hampir terlambat wkt absen Krn batre tinggal 5% dan jaringan pun error pak,Percakapan Biasa,Tidak Berisiko
15264,"sampai sekarang masih padam didaerah Sumatera Utara kabupaten baru bara kecamatan Air putih.
sudah kuduga ada indikasi bukan cuaca tp ada penggelapan dibalik ini semua nanti juga bakal ketahuan sepandai pandainya tupai melompat pasti akan jatuh pepatah mengatakan.
camkan itu???",Percakapan Biasa,Tidak Berisiko
15265,"NGGAK APA-APA PAK,KAN NGGAK DI SENGAJA.SEMUA ADA HIKMAH NYA.",Percakapan Biasa,Tidak Berisiko
15266,baru nyala d rmh ku,Percakapan Biasa,Tidak Berisiko
15267,sungki edop smlm cuma kami di pegayut mato galo peleh kaseh,Percakapan Biasa,Tidak Berisiko
15268,"ditempat aku jam 9 malam mati lampu,sampe nam 2 siang ini belum nyala, apalah apalah panas pol,udah jadi ikan asin aku inu",Jadwal & Kegiatan,Tidak Berisiko
15269,"air molek, sorek, pangkalan lesung pekanbaru udh hidup.
udh mulai dng kehidupan sendiri2🤣",Percakapan Biasa,Tidak Berisiko
15270,"Gapapa pak gapapa kami maafkan, tapi diskon 50% ya pak tagihanan listrik setahun sbg kompensasi 😆🤭",Informasi Umum,Tidak Berisiko
15271,KOMPENSASI NYA APAA MASSEEHHH,Percakapan Biasa,Tidak Berisiko
15272,"gara² mati lampu jadi ngombrol sama tetangga Sampek malam...😆
sambil liat bulan...",Percakapan Biasa,Tidak Berisiko
15273,sampe skrg belum hidup,Percakapan Biasa,Tidak Berisiko
15274,"Jangan cuma minta maaf doongg pak kan ada UU perlindungan konsumen,,,eheem eheemm🙏🏻",Percakapan Biasa,Tidak Berisiko
15275,lampu nya mati lagi,Percakapan Biasa,Tidak Berisiko
15276,berap mobil yang lewat?,Percakapan Biasa,Tidak Berisiko
15277,mati lampu + hujan,Percakapan Biasa,Tidak Berisiko
15278,minta maaf trs,Percakapan Biasa,Tidak Berisiko
15279,jgn lupa diskon jg byaran ny pak🤣,Percakapan Biasa,Tidak Berisiko
15280,"Semalem pun di Palembang juga mati lampu, untung Aja Semalem Gak hujan. tapi tangan Pun jadi pegel2x semua karna kipas2x anak biar tdur nyenyak, gk di gigit nyamuk dan kepanasan",Kata Kasar & Ancaman,Berisiko
15281,"bntar doang mati lampu sekali"" aj kok tinggal tdr aj dlu",Percakapan Biasa,Tidak Berisiko
15282,GARA GARA NI DIGIGITIN NYAMUK,Percakapan Biasa,Tidak Berisiko
15283,hari ni jgn di padamkan lagi ya pak kasihan anak2 saya susah tidur,Percakapan Biasa,Tidak Berisiko
15284,"ahh mati lampu 3 jam mah ya ga apa-apa,lagian jg ga tiap hari",Percakapan Biasa,Tidak Berisiko
15285,Kalau di negara luar pln harus bayar kompensasi kepada masyarakat,Transaksi Aman,Tidak Berisiko
15286,apa konpensasi utk rakyat pak klw terla.bat aj kami d denda n sampe pemutusan,Percakapan Biasa,Tidak Berisiko
15287,"PLN merugi
Pertamina merugi 😁",Informasi Umum,Tidak Berisiko
15288,tip2 uroe minta maaf.. penyakit yg berulang setiap waktu.. aceh udh 4 kali kejadian begini terus.. selalu gk ada tindakan preventif..,Percakapan Biasa,Tidak Berisiko
15289,buruan nyala yg LDR gaada kabar ini,Percakapan Biasa,Tidak Berisiko
15290,"di perumahan kami hidup 10 malam mati lagi pagi jam 5.
tetangga RT sebelah kami mati sampai pagi jam 5 baru hidup",Jadwal & Kegiatan,Tidak Berisiko
15291,HIDUPINNNN WOII,Percakapan Biasa,Tidak Berisiko
15292,Minimal Bulan ini dan bulan depan gratis,Jadwal & Kegiatan,Tidak Berisiko
15293,halow gantiii duit ku buat stay di hotel semalam 389+pajak 10% -_- buat bdmd ya,Percakapan Biasa,Tidak Berisiko
15294,"muat barangnya lama ya pak dari jam 6 sampek jam 12
barang gedek kayaknya ya pak 😂😂😂",Jadwal & Kegiatan,Tidak Berisiko
15295,keterlaluan sampai jaringan pun gak ada!,Percakapan Biasa,Tidak Berisiko
15296,"Gak mau gak bisa tdr, kepanasan ditambah diserbu nyamuk 😭",Percakapan Biasa,Tidak Berisiko
15297,ujung ujung nya ada angaran🤣🤣🤣🤣🤣🤣🤣🤣🤣,Percakapan Biasa,Tidak Berisiko
15298,"apa sih ?? mati lampu terus akhir2 ini. Kita bayar listrik ga bisa di tunda, ini kok mati lampu lama bgt.",Transaksi Aman,Tidak Berisiko
15299,"Disni mati jam 7, hidup subuh,,
aku dari labuhan batu,,sabar guyss,mreka juga ga mau ada musibah kek gt,,kalian mikir ga bisa tdr,,mereka mikir gmna lampu bisa hidup dengan normal,,dan mreka juga blum tentu udh tidur sekrng,,syukuri aja di zaman yang skrng ini guyss,,jangn mentang2 zaman skrng apa2 gampang,JD kalian ga terbiasa dengan yang sulit dkit😩😩,,sabarrrr diperluas wee",Jadwal & Kegiatan,Tidak Berisiko
15300,jd inget omongan pak dharma preungken maaf klw salah tulis nama🙏🏻,Percakapan Biasa,Tidak Berisiko
15301,"kerugian orang ada dari 1 jt sapai 1 m lebi yaa.siapa yg mau tanggu jawab,giliar orang bayar lampu tagi listrik telambat,lagsung diputuskan,ada giliarab beli token 20 rb isi nya cuma 13 rb, beli 50 rb isi nya cuman 36 rb,isi seratus ribu isi nya cuman 60 lebi,sisa nya kemana orang isi token itu.",Transaksi Aman,Tidak Berisiko
15302,Sumsel g disebut ....😳,Percakapan Biasa,Tidak Berisiko
15303,Pak siang ini mati lampu lagi. Dikasihnpart 2 kah? Wkwkwkwk,Percakapan Biasa,Tidak Berisiko
15304,Kita ini hanya pandai minta maaf saja,Percakapan Biasa,Tidak Berisiko
