id,pesan,kategori,label
431,Donasi Rp44.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
432,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Balikpapan.,Informasi Umum,Tidak Berisiko
433,Unduh aplikasi Lazada mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
434,"Halo kak, saya dari Pos Indonesia. Paket Anda tertahan bea cukai. Bayar Rp24.000 ke DANA 082233445566 untuk dilepas.",Social Engineering,Berisiko
435,Selamat! Wawancara kerja Anda dijadwalkan 10 Agustus 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
436,Bukti transfer Rp11 juta dari Danamon. Cek lampiran di bit.do/verifikasi segera.,Malware,Berisiko
437,Reset PIN Danamon diminta. Kode keamanan Anda: 183742. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
438,File PDF tagihan Mandiri bulan ini sudah tersedia. Download di bit.ly/verif-akun untuk detail transaksi.,Malware,Berisiko
439,Part time online gaji Rp39.000/jam. Kerja 2-3 jam/hari. Daftar di cutt.ly/cek-saldo.,Penipuan,Berisiko
440,"Halo, ini kurir J&T. Paket Rp24 COD Anda akan dikirim. Konfirmasi alamat via 081234567890.",Social Engineering,Berisiko
441,Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di cutt.ly/cek-saldo sebelum batas waktu.,Phishing,Berisiko
442,Ada yang mencoba masuk ke akun Bukalapak Anda. Verifikasi dengan kode 963041 atau akun akan dikunci.,Pencurian Akun,Berisiko
443,Konfirmasi transaksi BCA Rp38 juta ke rekening tidak dikenal. Tolak di s.id/klaim-hadiah.,Phishing,Berisiko
444,Eh ada yang hilang di meja gue. Kamu tau gak?,Percakapan Biasa,Tidak Berisiko
445,Update wajib WhatsApp versi terbaru. Unduh APK resmi di s.id/klaim-hadiah sebelum akun Anda dinonaktifkan.,Malware,Berisiko
446,"Bisnis MLM legal profit 30% per bulan. Join sekarang, daftar ke 085612345678 modal Rp34.000.",Penipuan,Berisiko
447,"Eh, kamu udah nonton film Dune 2? Bagus gak?",Percakapan Biasa,Tidak Berisiko
448,Ini Tim Bukalapak. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
449,Hasil lab kamu sudah keluar. Bisa diambil di klinik atau minta dikirim via WhatsApp?,Informasi Umum,Tidak Berisiko
450,Kunjungan ke panti asuhan dijadwal ulang ke Minggu depan karena cuaca.,Jadwal & Kegiatan,Tidak Berisiko
451,LOWONGAN: Admin online kerja dari rumah gaji Rp6 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
452,"Halo, saya Mas Dedi dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
453,Unduh aplikasi penghasil uang resmi Dana. Klik ow.ly/cek-akun dan hasilkan Rp10.000 per hari dari HP.,Malware,Berisiko
454,Pembayaran tagihan listrik Rp16.000 berhasil pada 10 Agustus 2024. No. referensi: REF2024-555.,Transaksi Aman,Tidak Berisiko
455,"Halo, saya Mas Dedi dari Mandiri. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
456,Kode aktivasi ulang akun BNI Anda: 741836. Berlaku 10 menit. Jangan bagikan ke siapapun.,Pencurian Akun,Berisiko
457,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di bit.do/verifikasi sebelum terlambat.,Phishing,Berisiko
458,Mohon bantuan kak. Saldo GoPay saya salah transfer ke nomor Anda Rp14.000. Tolong kembalikan ke OVO 081234567890.,Social Engineering,Berisiko
459,Login baru terdeteksi di akun Bukalapak Anda dari Surabaya. Masukkan kode verifikasi 294815 untuk amankan.,Pencurian Akun,Berisiko
460,Selamat! Wawancara kerja Anda dijadwalkan 20 November 2024 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
461,Berita: Harga BBM resmi naik mulai hari ini sesuai pengumuman pemerintah.,Informasi Umum,Tidak Berisiko
462,Pertemuan orang tua dan guru: Sabtu 5 Desember 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
463,Saya dari divisi hadiah Grab. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
464,"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 Januari pukul 19.00.",Informasi Umum,Tidak Berisiko
465,Permintaan penarikan Rp7 juta dari dompet Tokopedia Anda. Konfirmasi dengan OTP: 376429.,Pencurian Akun,Berisiko
466,Tim keamanan BSI menemukan kebocoran data. Reset password di shorturl.at/hadiah segera.,Phishing,Berisiko
467,"Hei, kamu lagi di mana? Mau ketemuan gak nanti sore?",Percakapan Biasa,Tidak Berisiko
468,Pembayaran premi asuransi Rp11.000 berhasil. Polis Anda aktif hingga 20 November 2024.,Transaksi Aman,Tidak Berisiko
469,Permintaan penarikan Rp9 juta dari dompet Shopee Anda. Konfirmasi dengan OTP: 852947.,Pencurian Akun,Berisiko
470,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Semarang.,Informasi Umum,Tidak Berisiko
471,"Selamat, Anda terpilih sebagai pemenang undian Grab. Konfirmasi ke 081234567890 untuk klaim hadiah.",Social Engineering,Berisiko
472,"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0822-1111-9999 sekarang.",Social Engineering,Berisiko
473,Pembelian tiket kereta Balikpapan-Jakarta berhasil. Kode booking: TX-44812. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
474,Permintaan penarikan Rp42 juta dari dompet OVO Anda. Konfirmasi dengan OTP: 418392.,Pencurian Akun,Berisiko
475,Obat pelangsing herbal turun 26 kg dalam seminggu. Terbukti! Order ke 0877-3333-5678.,Penipuan,Berisiko
476,"Hai, nanti sore jadi main futsal? Lapangan udah di-book jam 4.",Percakapan Biasa,Tidak Berisiko
477,"Halo, saya Bapak Surya dari Mandiri. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
478,Reminder: Janji dokter besok jam 10.00 di Klinik Lazada. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
479,Investasi kripto profit 50% per bulan DIJAMIN. Modal awal Rp8.000. Info: 082233445566.,Penipuan,Berisiko
480,LOWONGAN: Admin online kerja dari rumah gaji Rp43 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
481,Permintaan penarikan Rp40 juta dari dompet Blibli Anda. Konfirmasi dengan OTP: 294815.,Pencurian Akun,Berisiko
482,Akun Bukalapak Anda login dari perangkat baru. Masukkan 294815 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
483,File PDF tagihan Permata bulan ini sudah tersedia. Download di shorturl.at/hadiah untuk detail transaksi.,Malware,Berisiko
484,Akun BTN Anda akan dinonaktifkan. Update data KYC sekarang di cutt.ly/cek-saldo sebelum batas waktu.,Phishing,Berisiko
485,"Eh, ada konser di GBK bulan depan! Mau ikut gak?",Percakapan Biasa,Tidak Berisiko
486,Pesanan #INV-20240831 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
487,"Semangat ya ujiannya! Pasti bisa, udah belajar keras kok.",Percakapan Biasa,Tidak Berisiko
488,Tiket konser sudah berhasil dibeli. Silakan tunjukkan e-ticket ini di pintu masuk.,Transaksi Aman,Tidak Berisiko
489,Reminder: Janji dokter besok jam 10.00 di Klinik OVO. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
490,Kode OTP Anda adalah 376429. JANGAN berikan kepada siapapun termasuk pihak Danamon.,Pencurian Akun,Berisiko
491,Ini kurir Anteraja. Paket kamu sudah 3 hari tidak diambil. Konfirmasi ulang alamat di: antr-id.com,Phishing,Berisiko
492,Pesanan berhasil dibatalkan. Refund Rp11.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
493,Ujian semester: 20 November 2024 pukul 09.00. Ruang ujian akan diumumkan H-1.,Jadwal & Kegiatan,Tidak Berisiko
494,"Konfirmasi reservasi hotel kamu: Check-in 20 Nov, Check-out 22 Nov. Total Rp890.000.",Transaksi Aman,Tidak Berisiko
495,Tim keamanan Permata menemukan kebocoran data. Reset password di cutt.ly/cek-saldo segera.,Phishing,Berisiko
496,Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0812-9999-1234.,Penipuan,Berisiko
497,Akun BCA Anda akan dinonaktifkan. Update data KYC sekarang di ow.ly/cek-akun sebelum batas waktu.,Phishing,Berisiko
498,Cicilan HP kamu Rp450.000/bulan sudah berhasil terpotong otomatis dari rekening.,Transaksi Aman,Tidak Berisiko
499,Himbauan Kemenkes: Hindari konsumsi jajanan tidak higienis selama musim hujan.,Informasi Umum,Tidak Berisiko
500,E-wallet Anda berhasil diisi Rp36.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
501,Tagihan PDAM bulan ini Rp32.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
502,Selamat ulang tahun! Semoga sehat selalu dan makin sukses ya.,Percakapan Biasa,Tidak Berisiko
503,Titip kopi satu ya kalau mampir. Makasih sebelumnya.,Percakapan Biasa,Tidak Berisiko
504,"Maaf terlambat bales, tadi hp-ku mati kehabisan baterai.",Percakapan Biasa,Tidak Berisiko
505,Permintaan penarikan Rp15 juta dari dompet Tokopedia Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
506,Cicilan bulan ke-8 dari 12 sebesar Rp7.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
507,"Selamat, Anda terpilih sebagai pemenang undian Bukalapak. Konfirmasi ke 08813216543 untuk klaim hadiah.",Social Engineering,Berisiko
508,Transfer berhasil. Rp10.000 telah dikirim ke rekening BNI atas nama Doni.,Transaksi Aman,Tidak Berisiko
509,"Hai, kamu masih punya hutang bulan lalu kan? Teman saya minta ditagih. Bisa transfer sekarang?",Social Engineering,Berisiko
510,"Jadwal penerbangan: Bandung-Bali, 20 November 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
511,Jual akun Lazada seller terpercaya rating bintang 5. Harga Rp21.000. WA 082233445566.,Penipuan,Berisiko
512,Jual rumah subsidi DP 0% di Jakarta. Harga Rp23 juta all-in. Hubungi 0822-1111-9999 sekarang.,Penipuan,Berisiko
513,Cicilan bulan ke-11 dari 12 sebesar Rp12.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
514,Tim Bukalapak: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 082233445566 dalam 24 jam.,Social Engineering,Berisiko
515,Kerjaan hari ini banyak gak? Gue lagi lumayan santai nih.,Percakapan Biasa,Tidak Berisiko
516,Pembayaran premi asuransi Rp5.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
517,Pembayaran premi asuransi Rp27.000 berhasil. Polis Anda aktif hingga 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
518,Verifikasi transfer Rp47.000 dari CIMB Anda. Kode OTP: 852947. Berlaku 3 menit.,Pencurian Akun,Berisiko
519,"Pelatihan K3 wajib untuk semua karyawan, dijadwalkan Jumat 08.00-17.00.",Jadwal & Kegiatan,Tidak Berisiko
520,Selamat! Nomor Anda terpilih program loyalitas Indosat. Balas OTP yang dikirim ke CS kami di 08813216543.,Social Engineering,Berisiko
521,Layanan BTN Anda akan berakhir. Perpanjang sekarang di cutt.ly/cek-saldo agar tidak terputus.,Phishing,Berisiko
522,Struk belanja: Total Rp40.000. Terima kasih sudah berbelanja di Grab.,Transaksi Aman,Tidak Berisiko
523,Pesanan kamu sudah sampai di loker Shopee terdekat. Ambil sebelum 3 hari.,Transaksi Aman,Tidak Berisiko
524,Unduh file PDF penting ini untuk update informasi akun kamu: update-akun.xyz/doc.pdf,Phishing,Berisiko
525,Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 852947 atau akun akan dikunci.,Pencurian Akun,Berisiko
526,Hadiah ulang tahun BTN untuk nasabah setia: Rp22 juta menanti di t.ly/klaim-now.,Phishing,Berisiko
527,Info cuaca: Potensi hujan lebat disertai petir sore hingga malam di Jawa Barat.,Informasi Umum,Tidak Berisiko
528,Pemberitahuan darurat CIMB: Saldo Rp23 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
529,Top up GoPay Rp28.000 berhasil. Saldo GoPay Anda: Rp1700.000.,Transaksi Aman,Tidak Berisiko
530,Tagihan PDAM bulan ini Rp7.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
531,Pengingat: Deadline laporan keuangan Q9 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
532,"Mas, tiket kereta Gambir-Surabaya sudah saya booking. Kode booking: XYZ123.",Transaksi Aman,Tidak Berisiko
533,Konfirmasi transaksi BCA Rp22 juta ke rekening tidak dikenal. Tolak di ow.ly/cek-akun.,Phishing,Berisiko
534,Reminder: Pembayaran SPP bulan ini paling lambat tanggal 10.,Informasi Umum,Tidak Berisiko
535,"Makasih udah temani tadi malam, seneng banget ngobrolnya.",Percakapan Biasa,Tidak Berisiko
536,Pesanan berhasil dibatalkan. Refund Rp45.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
537,Struk belanja: Total Rp37.000. Terima kasih sudah berbelanja di Grab.,Transaksi Aman,Tidak Berisiko
538,Struk belanja: Total Rp49.000. Terima kasih sudah berbelanja di Dana.,Transaksi Aman,Tidak Berisiko
539,Meeting project dipindah ke Kamis ya karena Pak Budi ada acara.,Jadwal & Kegiatan,Tidak Berisiko
540,"Seseorang meminta reset password akun Tokopedia Anda. Masukkan kode 963041 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
541,Top up GoPay Rp46.000 berhasil. Saldo GoPay Anda: Rp1400.000.,Transaksi Aman,Tidak Berisiko
542,Hadiah ulang tahun BSI untuk nasabah setia: Rp15 juta menanti di bit.ly/verif-akun.,Phishing,Berisiko
543,"Training karyawan baru: Senin-Rabu minggu depan, pukul 08.00-16.00 di kantor.",Jadwal & Kegiatan,Tidak Berisiko
544,Kamu diundang ke acara pernikahan Agus & Fitri pada 15 September 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
545,"Sepeda motor gue mogok di jalan, lagi nunggu bengkel datang nih.",Percakapan Biasa,Tidak Berisiko
546,Notifikasi BTN: Transaksi Rp46.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
547,LOWONGAN: Admin online kerja dari rumah gaji Rp44 juta/bulan. WA 0812-9999-1234 langsung diterima.,Penipuan,Berisiko
548,Pembayaran premi asuransi Rp8.000 berhasil. Polis Anda aktif hingga 15 September 2024.,Transaksi Aman,Tidak Berisiko
549,"Halo, ini kurir Ninja Express. Paket Rp19 COD Anda akan dikirim. Konfirmasi alamat via 0812-9999-1234.",Social Engineering,Berisiko
550,Info penting: Akun WhatsApp kamu mungkin bisa diretas kalau klik link sembarangan. Stay safe!,Informasi Umum,Tidak Berisiko
551,Pembayaran tagihan listrik Rp40.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
552,Akun BCA Anda akan dinonaktifkan. Update data KYC sekarang di s.id/klaim-hadiah sebelum batas waktu.,Phishing,Berisiko
553,Notifikasi BNI: Transaksi Rp35.000 terdeteksi dari lokasi asing. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
554,E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di cutt.ly/cek-saldo sebelum terlambat.,Phishing,Berisiko
555,Pengiriman barang COD hari ini. Siapkan uang Rp85.000 untuk pembayaran ya.,Transaksi Aman,Tidak Berisiko
556,Notifikasi: Tagihan kartu kredit BNI bulan ini Rp11.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
557,"Halo, ini kurir Ninja Express. Paket Rp5 COD Anda akan dikirim. Konfirmasi alamat via 087712345678.",Social Engineering,Berisiko
558,Reminder: Janji dokter besok jam 10.00 di Klinik Dana. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
559,Besok jadi ikut camping? Gue udah siap tenda nih!,Percakapan Biasa,Tidak Berisiko
560,Saya dari divisi hadiah Blibli. Anda menang grand prize. Kirim foto KTP + selfie ke 087712345678 untuk proses.,Social Engineering,Berisiko
561,Donasi Rp1.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
562,Pemberitahuan darurat Danamon: Saldo Rp29 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
563,Top up saldo kartu pelajar Rp100.000 berhasil. Saldo sekarang Rp175.000.,Transaksi Aman,Tidak Berisiko
564,Login baru terdeteksi di akun Gojek Anda dari Bandung. Masukkan kode verifikasi 852947 untuk amankan.,Pencurian Akun,Berisiko
565,Jual followers Instagram 22K hanya Rp900.000. Permanen dan aktif. WA 081234567890.,Penipuan,Berisiko
566,Pembayaran premi asuransi Rp10.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
567,Pembayaran tagihan listrik Rp15.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
568,Pembelian tiket kereta Pematangsiantar-Jakarta berhasil. Kode booking: BOK-77412. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
569,Layanan BTN Anda akan berakhir. Perpanjang sekarang di ow.ly/cek-akun agar tidak terputus.,Phishing,Berisiko
570,Selamat! Nomor Anda terpilih program loyalitas Indosat. Balas OTP yang dikirim ke CS kami di 087712345678.,Social Engineering,Berisiko
571,"Info seminar gratis online tentang kewirausahaan, Sabtu pukul 10.00 WIB.",Informasi Umum,Tidak Berisiko
572,Ada yang mencoba masuk ke akun Tokopedia Anda. Verifikasi dengan kode 741836 atau akun akan dikunci.,Pencurian Akun,Berisiko
573,Pembayaran tagihan listrik Rp13.000 berhasil pada 20 November 2024. No. referensi: TRX2024001.,Transaksi Aman,Tidak Berisiko
574,"Pembukaan kantor cabang baru hari Senin jam 9 pagi, ada acara sederhana.",Jadwal & Kegiatan,Tidak Berisiko
575,Unduh aplikasi JKN Mobile di Play Store untuk cek antrean BPJS kamu,Informasi Umum,Tidak Berisiko
576,Wah selamat ya dapet kerja baru! Kapan traktirnya?,Percakapan Biasa,Tidak Berisiko
577,Jual rumah subsidi DP 0% di Pematangsiantar. Harga Rp37 juta all-in. Hubungi 08813216543 sekarang.,Penipuan,Berisiko
578,Bukti transfer Rp19 juta dari Danamon. Cek lampiran di t.ly/klaim-now segera.,Malware,Berisiko
579,Film yang kemarin kamu rekomendasiin bagus banget! Makasih ya.,Percakapan Biasa,Tidak Berisiko
580,Top up GoPay Rp28.000 berhasil. Saldo GoPay Anda: Rp500.000.,Transaksi Aman,Tidak Berisiko
581,"Halo, ini link materi kuliah algoritma minggu ini: bit.ly/materi-algo2024. Selamat belajar!",Informasi Umum,Tidak Berisiko
582,CIMB resmi: Anda mendapat reward Rp5 juta. Tukarkan di rb.gy/login-secure sebelum hangus.,Phishing,Berisiko
583,Update: Jalan Medan ditutup sementara untuk perbaikan hingga akhir minggu.,Informasi Umum,Tidak Berisiko
584,Jual rumah subsidi DP 0% di Makassar. Harga Rp29 juta all-in. Hubungi 087712345678 sekarang.,Penipuan,Berisiko
585,Permintaan penarikan Rp41 juta dari dompet Shopee Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
586,Investasi kripto profit 15% per bulan DIJAMIN. Modal awal Rp27.000. Info: 081234567890.,Penipuan,Berisiko
587,"Jadwal penerbangan: Medan-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
588,Jual followers Instagram 44K hanya Rp1000.000. Permanen dan aktif. WA 0822-1111-9999.,Penipuan,Berisiko
589,Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Surabaya.,Informasi Umum,Tidak Berisiko
590,"Halo, saya Bu Sinta dari CIMB. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
591,Unduh aplikasi Bukalapak mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
592,Game terbaru sudah tersedia! Unduh APK di t.ly/klaim-now dan dapatkan diamond gratis unlimited.,Malware,Berisiko
593,Saldo tabungan Permata Anda: Rp4 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
594,Pemberitahuan darurat BCA: Saldo Rp23 juta akan dipotong. Batalkan di s.id/klaim-hadiah.,Phishing,Berisiko
595,Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp10.000. Info: 085612345678.,Penipuan,Berisiko
596,"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp41 juta ke OVO 081234567890 untuk biaya darurat.",Social Engineering,Berisiko
597,Selamat pagi Pak! Saya kirim file tugas lewat drive ya: drive.google.com/tugas-akhir,Informasi Umum,Tidak Berisiko
598,Tim Bukalapak: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 08813216543 dalam 24 jam.,Social Engineering,Berisiko
599,"Aku mau beli laptop second, kamu tau toko yang terpercaya gak di sini?",Percakapan Biasa,Tidak Berisiko
600,Pengumuman: Ujian TOEFL Institut bulan depan pendaftaran dibuka hari ini.,Informasi Umum,Tidak Berisiko
601,Verifikasi transfer Rp26.000 dari CIMB Anda. Kode OTP: 741836. Berlaku 3 menit.,Pencurian Akun,Berisiko
602,"Teman-teman, ini link absensi online untuk hari ini: forms.gle/absensi-kelas-B",Jadwal & Kegiatan,Tidak Berisiko
603,Pesanan berhasil dibatalkan. Refund Rp10.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
604,"Hei, udah makan belum? Gue lagi di warteg deket kantor nih.",Percakapan Biasa,Tidak Berisiko
605,Saldo tabungan Mandiri Anda: Rp9 juta. Per tanggal 10 Agustus 2024.,Transaksi Aman,Tidak Berisiko
606,Selamat! Kartu kredit BTN Anda memenangkan cashback Rp46 juta. Klik s.id/klaim-hadiah untuk klaim.,Phishing,Berisiko
607,"Wah ternyata harga tiket pesawat udah turun, lumayan buat mudik!",Percakapan Biasa,Tidak Berisiko
608,Saldo GoPay kamu sudah ditransfer Rp50.000 untuk patungan makan siang.,Transaksi Aman,Tidak Berisiko
609,Saldo tabungan BRI Anda: Rp29 juta. Per tanggal 5 Desember 2024.,Transaksi Aman,Tidak Berisiko
610,Jadwal posyandu bulan ini: Senin 11 November jam 8-11 pagi di balai RW.,Jadwal & Kegiatan,Tidak Berisiko
611,Reset PIN Permata diminta. Kode keamanan Anda: 418392. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
612,Besok jadi berangkat gak? Gue tunggu di stasiun jam 7 ya.,Percakapan Biasa,Tidak Berisiko
613,Tagihan PDAM bulan ini Rp26.000. Jatuh tempo: 20 November 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
614,Jual rumah subsidi DP 0% di Semarang. Harga Rp41 juta all-in. Hubungi 085612345678 sekarang.,Penipuan,Berisiko
615,Notifikasi: Tagihan kartu kredit BTN bulan ini Rp32.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
616,Transfer patungan kado untuk Reza sudah masuk ya. Makasih!,Transaksi Aman,Tidak Berisiko
617,Top up saldo e-toll Rp41.000 berhasil. Saldo e-toll: Rp1600.000.,Transaksi Aman,Tidak Berisiko
618,Bukti transfer Rp25 juta dari BTN. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
619,Selamat! Kartu kredit virtual kamu sudah aktif dengan limit Rp10 juta. Aktifkan di: vcc-aktif.com,Phishing,Berisiko
620,Jadwal servis AC Anda: 5 Desember 2024 pukul 10.00-12.00. Teknisi akan menghubungi.,Jadwal & Kegiatan,Tidak Berisiko
621,"Jadwal penerbangan: Semarang-Bali, 15 September 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
622,Part time online gaji Rp47.000/jam. Kerja 2-3 jam/hari. Daftar di rb.gy/login-secure.,Penipuan,Berisiko
623,"Halo kak, saya dari Ninja Express. Paket Anda tertahan bea cukai. Bayar Rp9.000 ke BRI 1234567890 untuk dilepas.",Social Engineering,Berisiko
624,Reminder: Janji dokter besok jam 10.00 di Klinik Shopee. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
625,Notifikasi Mandiri: Transaksi Rp36.000 terdeteksi dari lokasi asing. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
626,Pengumuman beasiswa Dikti dibuka sampai 30 November. Segera lengkapi berkasnya.,Informasi Umum,Tidak Berisiko
627,Notifikasi: Tagihan kartu kredit BRI bulan ini Rp11.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
628,Anda menang undian Lazada Rp5.000.000! Klaim hadiah sebelum 24 jam: lazada-undian.com/klaim,Phishing,Berisiko
629,Obat pelangsing herbal turun 37 kg dalam seminggu. Terbukti! Order ke 081234567890.,Penipuan,Berisiko
630,Pesanan berhasil dibatalkan. Refund Rp5.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
631,Saya dari divisi hadiah Shopee. Anda menang grand prize. Kirim foto KTP + selfie ke 082233445566 untuk proses.,Social Engineering,Berisiko
632,Reset PIN Mandiri diminta. Kode keamanan Anda: 294815. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
633,"Halo, saya Mbak Tika dari BNI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
634,Akun Shopee Anda login dari perangkat baru. Masukkan 634829 untuk izinkan atau tolak akses.,Pencurian Akun,Berisiko
635,Reminder: Perpanjangan SIM bisa dilakukan H-14 sebelum tanggal kedaluwarsa.,Informasi Umum,Tidak Berisiko
636,Pembelian tiket kereta Semarang-Jakarta berhasil. Kode booking: ORD-88291. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
637,Pengajian akbar dalam rangka Maulid Nabi akan diadakan Sabtu malam di lapangan.,Jadwal & Kegiatan,Tidak Berisiko
638,Unduh aplikasi Blibli mod premium gratis. Nikmati semua fitur tanpa bayar di tinyurl.com/bca-verify.,Malware,Berisiko
639,Pengingat: Deadline laporan keuangan Q5 adalah hari Jumat pukul 17.00.,Jadwal & Kegiatan,Tidak Berisiko
640,Pembayaran tagihan listrik Rp39.000 berhasil pada 15 September 2024. No. referensi: TX-44812.,Transaksi Aman,Tidak Berisiko
641,Kamu bawa payung gak? Kelihatannya mau hujan nih.,Percakapan Biasa,Tidak Berisiko
642,"Kak, ini nomor rekening baru saya untuk bayar arisan: BCA 1234567890 a/n Siti Rahayu",Transaksi Aman,Tidak Berisiko
643,Donasi Rp3.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
644,Selamat! Nilai semester kamu sudah keluar. Login ke portal akademik untuk melihat KHS.,Informasi Umum,Tidak Berisiko
645,Struk belanja: Total Rp16.000. Terima kasih sudah berbelanja di Lazada.,Transaksi Aman,Tidak Berisiko
